,sentence
748,"y yo ""."
749,puta Pedro vos nunca me habías dicho antes no puedo contarte .
750,o sea porque Pedro y yo nos contamos absolutamente todo like absolutely everything me entiendes ?
751,like cada detalle incluso our sex lives me entiendes nuestras vidas sexuales .
752,hablábamos como que nos contábamos detalles me entiendes .
753,"y le preguntaba como que ""."
754,y te la metió ?
755,y se la metiste ?
756,cosas así me entiendes .
757,sí .
758,y entonces y nos contábamos así vale verga me entiendes .
759,"y entonces el maje ""."
760,no que no sé .
761,entonces siento como que el maje ahora se va a volver íntimo de mi ex loco .
762,y yo me voy a quedar mordiendo el leño loco .
763,"y entonces le dije como que ""."
764,okay pues .
765,"le digo ""."
766,no me digas nada .
767,ya está pues .
768,está bien pues .
769,no me digas .
770,"le digo ""."
771,entonces me dice .
772,ah no yo .
773,"me dice ""."
774,no me vengas con esa verga que no sé cuanto .
775,"entonces le digo ""."
776,cuál verga ?
777,"le digo ""."
778,a mí no me hables así .
779,"le digo ""."
780,no seas por la verga .
781,"le digo yo ""."
782,sabes qué ?
783,nos vemos .
784,"le digo ""."
785,y lo bloqueé bróder .
786,hizo sentir mal loco .
787,porque el maje me empezó a decir cosas como que olvida a Víctor ya me dice olvídalo ya .
788,ya este ...
789,ya no es //.
790,yo no le //.
791,sinceramente .
792,"me dice ""."
793,yo a ustedes no les veo un futuro ni lejano ni cercano .
794,"me dice ""."
795,olvídalo que no sé cuanto .
796,"entonces yo le decía ""."
797,pero por qué ?
798,"le digo ""."
799,like si me lo estás diciendo it's for a reason .
800,"le digo ""."
801,si me estás diciendo que lo olvide .
802,"le digo ""."
803,es por algo .
804,entonces me //.
805,hasta o sea le tuve que decir y decir y hasta que lo convencí que me contara .
806,y yo nunca había tenido que convencer a Julio para que me contara algo .
807,like él me contaba las cosas right away me entiendes .
808,entonces /.
809,pero es que mirá maje es que es su roommate se siente con pena tal vez .
810,no no no no no I understand me entiendes porque me lo dijo .
811,"o sea el maje me dice ""."
812,no le digas nada .
813,no le digas nada .
814,"me dice ""."
815,porque es que porque si le decís .
816,"me dice ""."
817,y vos sabéis ahora estoy viviendo con él .
818,"me dice ""."
819,y no quiero crear conflictos entre nosotros .
820,and I understand that me entiendes ?
821,"pero o sea yo le dije como que ""."
822,no no te preocupe .
823,no le voy a decir .
824,like Pedro sabe de que cuando nosotros nos decimos no digas nada nosotros no decimos nada me entiendes .
825,o sea y que me lo haya dicho así tantas veces .
826,pero no le digas nada cuidadito le vas a decir que no sé qué .
827,o sea me hizo sentir tan tan tan mal like he didn't trust me anymore me entiendes .
828,me hizo sentir bien por la verga loco .
829,entonces lo bloqueé .
830,y no sé me siento como resentido con él loco .
831,no hombre .
832,no sé bróder .
833,me siento todo ahuevado like toda esta situación está .
834,like por ejemplo este maje de Manolo bróder ayer fuimos a cenar .
835,mhm .
836,y pues fuimos a cenar y todo de a verga me entiendes .
837,pero like plan bróderes me entiendes .
838,and I really like him me entiendes .
839,el maje me gusta .
840,y todo o sea el maje me gusta físicamente .
841,y como persona porque es una persona de_a_cachimba el maje loco .
842,pero el maje todavía está pensando en su ex loco .
