,sentence,pos,language,switch
279,she looked okay .,pro:sub cop adj .,ENG ENG ENG,0
280,she's ...,pro:sub +...,ENG,0
281,she looked like somebody that's not gonna ...,pro:sub v prep pro:indef pro:rel neg part +...,ENG ENG ENG ENG ENG ENG ENG,0
282,like I didn't see the dark force .,conj pro:sub mod v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
283,it's like I don't want anything from her I just ...,pro:per conj pro:sub mod v pro:indef prep pro:obj pro:sub adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
284,I didn't see it either until we sat down .,pro:sub mod v pro:per adv conj pro:sub v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
285,she just goes //.,pro:sub adv v +//.,ENG ENG ENG,0
286,what's her name Samantha ?,pro:int det:poss n n:prop ?,ENG ENG ENG ENG,0
287,she goes up to Samantha .,pro:sub v prep prep n:prop .,ENG ENG ENG ENG ENG,0
288,"and she's like "".","coord pro:sub prep +"".",ENG ENG ENG,0
289,no I'll take him .,co pro:sub v pro:obj .,ENG ENG ENG ENG,0
290,like what ?,prep pro:int ?,ENG ENG,0
291,and then when we sat down she started telling me some stuff .,coord adv:tem conj pro:sub v adv pro:sub v part pro:obj qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
292,she seemed okay .,pro:sub cop adj .,ENG ENG ENG,0
293,and then I started asking questions .,coord adv:tem pro:sub v part n .,ENG ENG ENG ENG ENG ENG,0
294,and she .,coord pro:sub .,ENG ENG,0
295,and then give me an answer .,coord adv:tem v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG,0
296,"and then "".","coord adv:tem +"".",ENG ENG,0
297,can I keep going ?,mod pro:sub v part ?,ENG ENG ENG ENG,0
298,and then I'd ask another question .,coord adv:tem pro:sub v qn n .,ENG ENG ENG ENG ENG ENG,0
299,she'd give me an answer .,pro:sub v pro:obj det:art n .,ENG ENG ENG ENG ENG,0
300,it's really weird .,pro:per adv adj .,ENG ENG ENG,0
301,she'd give you an answer ?,pro:sub v pro:per det:art n ?,ENG ENG ENG ENG ENG,0
302,she's //.,pro:sub +//.,ENG,0
303,in that face ?,prep det:dem n ?,ENG ENG ENG,0
304,or wouldn't give you an answer .,coord mod v pro:per det:art n .,ENG ENG ENG ENG ENG ENG,0
305,yeah like in that face well she would give me an answer sometimes .,co conj prep det:dem n n pro:sub mod v pro:obj det:art n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
306,she would also use that face to dodge me .,pro:sub mod adv v det:dem n inf v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
307,so she kind of like her face gets stone cold when she's trying to dodge people .,co pro:sub n prep co det:poss n v n adj conj pro:sub part inf v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
308,mhm .,co .,ENG,0
309,I think we need to kill her with kindness you know just ...,pro:sub v pro:sub v inf v pro:obj prep n pro:per v adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
310,oh yeah .,co co .,ENG ENG,0
311,it's like hello you know how's it going .,pro:per conj n pro:per v pro:rel pro:per part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
312,I mean like you know very ...,pro:sub v prep pro:per v adv +...,ENG ENG ENG ENG ENG ENG,0
313,you know I have no problem being kind to the police .,pro:per v pro:sub v qn n aux adj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
314,I mean kind to whoever .,pro:sub v adj prep pro:int .,ENG ENG ENG ENG ENG,0
315,because this is all about survival so .,conj pro:dem cop adv adv n co .,ENG ENG ENG ENG ENG ENG ENG,0
316,I will shake hands .,pro:sub mod v n .,ENG ENG ENG ENG,0
317,I will like do whatever it takes .,pro:sub mod v v pro:int pro:per v .,ENG ENG ENG ENG ENG ENG ENG,0
318,because when it's all said and done you know I can hate whoever I wanna hate at twelve o'clock at one o'clock .,conj conj pro:per adv part coord part pro:per v pro:sub mod v pro:int pro:sub v v prep det:num n prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
319,at twelve o'clock .,prep det:num n .,ENG ENG ENG,0
320,I'm twenty four years I'm twenty five .,pro:sub det:num det:num n pro:sub det:num det:num .,ENG ENG ENG ENG ENG ENG ENG,0
321,I'm twenty five years old .,pro:sub det:num det:num n adj .,ENG ENG ENG ENG ENG,0
322,like I can hate whoever I want for the rest of my life .,conj pro:sub mod v pro:int pro:sub v prep det:art n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
323,like these three hours are big .,prep det:dem det:num n cop adj .,ENG ENG ENG ENG ENG ENG,0
324,so ...,co +...,ENG,0
325,I mean I'm not gonna be anything above and beyond courteous above and beyond respectful .,pro:sub v pro:sub neg part cop pro:indef adv coord prep adj adv coord prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
326,I mean that's my main thing .,pro:sub v comp det:poss adj n .,ENG ENG ENG ENG ENG ENG,0
327,I wanna be respectful .,pro:sub v cop adj .,ENG ENG ENG ENG,0
328,because again like whether the officers ...,conj adv co comp det:art n +...,ENG ENG ENG ENG ENG ENG,0
329,I mean I think she deserves respect just as an individual .,pro:sub v pro:sub v pro:sub v n adv conj det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
330,but whether the officers deserve respect or not is not a matter of intrinsically .,conj comp det:art n v n coord neg aux neg det:art n prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
331,it's a matter of in the proceedings .,pro:per det:art n prep prep det:art n:gerund .,ENG ENG ENG ENG ENG ENG ENG,0
332,the proceedings have to be treated with respect .,det:art n:gerund v inf aux part prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
333,because given that it's so wishy washy given that it's so shifty and unstructured respect is gonna factor in .,conj part adv pro:per adv adj adj part adv pro:per adv adj coord un#part n aux part v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
334,yeah .,co .,ENG,0
335,you know if we're aggressive if we're you know assholish if we're whatever then ...,pro:per v comp pro:sub adj conj pro:sub pro:per v adj conj pro:sub pro:int adv:tem +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
336,yeah you gotta ...,co pro:per mod +...,ENG ENG ENG,0
337,yeah .,co .,ENG,0
338,if possible can you just like tap me or something .,conj adj mod pro:per adv co v pro:obj coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
339,don't make it too public .,mod v pro:per adv adj .,ENG ENG ENG ENG ENG,0
340,but just do something when I'm getting aggressive .,conj adv v pro:indef conj pro:sub part adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
341,because I know that when I question people maybe the first fifteen minutes is good but I do feel like I'm hunting them down when I get the answer I want .,conj pro:sub v adv conj pro:sub v n adv det:art adj det:num n cop adj conj pro:sub mod v conj pro:sub part pro:obj adv conj pro:sub v det:art n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
342,maybe I can crack my fingers or something .,adv pro:sub mod v det:poss n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
343,okay .,co .,ENG,0
344,just watch for that .,adj n prep pro:dem .,ENG ENG ENG ENG,0
345,watch me crack my fingers .,v pro:obj v det:poss n .,ENG ENG ENG ENG ENG,0
346,and just calm down .,coord adj n adv .,ENG ENG ENG ENG,0
347,okay .,co .,ENG,0
348,and again like it'll probably be you ask a question .,coord adv co pro:per adv cop pro:per v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
349,and then I ask a question .,coord adv:tem pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG,0
350,and Todd asks a question .,coord n:prop v det:art n .,ENG ENG ENG ENG ENG,0
351,I don't think you're gonna be allowed to ask like consecutive questions .,pro:sub mod v pro:per part aux part inf v prep adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
352,it's gonna you me Todd you me Todd like that .,pro:per part pro:per pro:obj n:prop pro:per pro:obj n:prop prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
353,okay ?,co ?,ENG,0
354,so which is good .,adv pro:rel cop adj .,ENG ENG ENG ENG,0
355,because then you know you're thinking about your next question .,conj adv:tem pro:per v pro:per part prep det:poss adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
356,we have time .,pro:sub v n .,ENG ENG ENG,0
357,so ...,co +...,ENG,0
358,.,None,,0
359,I was looking at this trash can .,pro:sub aux part prep det:dem n n .,ENG ENG ENG ENG ENG ENG ENG,0
360,and then I'm thinking like ...,coord adv:tem pro:sub part conj +...,ENG ENG ENG ENG ENG,0
361,it looks like R_two_d_two doesn't it ?,pro:per v conj n:prop mod pro:per ?,ENG ENG ENG ENG ENG ENG,0
362,it looks like R_two_d_two yes .,pro:per v conj n:prop co .,ENG ENG ENG ENG ENG,0
363,.,None,,0
364,yes it looks like you know like a coked out you know ...,co pro:per v prep pro:per v prep det:art part adv pro:per v +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
365,a coked out drunk .,det:art part prep n .,ENG ENG ENG ENG,0
366,like yeah like technology has passed him by .,co co co n aux part pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
367,you know he's an inebriated ...,pro:per v pro:sub det:art part +...,ENG ENG ENG ENG ENG,0
368,.,None,,0
369,he's just like washed up machine .,pro:sub adv co v adv n .,ENG ENG ENG ENG ENG ENG,0
370,and then he's just like he's vacant like his whole face is just like ...,coord adv:tem pro:sub adj co pro:sub adj co det:poss adj n cop adv prep +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
371,he's just ...,pro:sub adj +...,ENG ENG,0
372,he's missing like half his operating system .,pro:sub part prep n det:poss part n .,ENG ENG ENG ENG ENG ENG ENG,0
373,"he's just like "".","pro:sub adv prep +"".",ENG ENG ENG,0
374,beep beep beep beep beep beep beep beep .,n n n n n n n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
375,he hasn't had an upgrade in years .,pro:sub aux part det:art up#v adv n .,ENG ENG ENG ENG ENG ENG ENG,0
376,I mean just look at this guy .,pro:sub v adv v prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
377,yes .,co .,ENG,0
378,.,None,,0
379,but yeah ...,conj co +...,ENG ENG,0
380,but I think I had in Spanish .,conj pro:sub v pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
381,it's like like ...,pro:per conj prep +...,ENG ENG ENG,0
382,I mean how do you say .,pro:sub v pro:int mod pro:per v .,ENG ENG ENG ENG ENG ENG,0
383,basurero .,n .,ENG,0
384,basurero so it's the same thing .,L2 adv pro:per det:art adj n .,ESP ENG ENG ENG ENG ENG,1
385,you know but it's like ...,pro:per v conj pro:per conj +...,ENG ENG ENG ENG ENG,0
386,like that compound in English .,prep pro:dem n prep n:prop .,ENG ENG ENG ENG ENG,0
387,you know it's just like you're not going to find that in Spanish .,pro:per v pro:per adj co pro:per neg part inf v comp prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
388,trash can .,n n .,ENG ENG,0
389,.,None,,0
390,trash and it's a can .,n coord pro:per det:art n .,ENG ENG ENG ENG ENG,0
391,you know it's trash can .,pro:per v pro:per n n .,ENG ENG ENG ENG ENG,0
392,like in Spanish it's one item .,co prep n:prop pro:per det:num n .,ENG ENG ENG ENG ENG ENG,0
393,basurero .,n .,ENG,0
394,it's basurero .,pro:per L2 .,ENG ESP,1
395,basurero .,n .,ENG,0
396,that's what it ...,pro:dem pro:int pro:per +...,ENG ENG ENG,0
397,you know that's actually something I like about Spanish .,pro:per v comp adv pro:indef pro:sub co prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
398,it really combines a lot of words .,pro:per adv v det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
399,it's not of the .,pro:per neg prep det:art .,ENG ENG ENG ENG,0
400,it's just del .,pro:per adj L2 .,ENG ENG ESP,1
401,that's right .,pro:dem co .,ENG ENG,0
402,just de el .,adv L2 L2 .,ENG ESP ESP,1
403,slam them together del .,v pro:obj adv L2 .,ENG ENG ENG ESP,1
404,yeah .,co .,ENG,0
405,so much more efficient I think .,adv qn adv adj pro:sub v .,ENG ENG ENG ENG ENG ENG,0
406,some of the time because when you take accents and stuff into play those acentos can be pretty ...,pro:indef prep det:art n conj conj pro:per v n coord n prep n det:dem L2 mod cop adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG,1
407,yeah but in English you have what I mean what I'm gonna call right now like like prepositional adverbials becoming adjectives .,co conj prep n:prop pro:per v pro:int pro:sub v pro:int pro:sub part v adv adv co co adj n:adj part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
408,so you have again like a professor of French say French professor .,co pro:per v adv co det:art n prep n:prop v n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
409,whereas in Spanish you don't have that .,conj prep n:prop pro:per mod v pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
410,that's right you don't .,pro:dem adj pro:per mod .,ENG ENG ENG ENG,0
411,there is that there is no /.,pro:exist cop adv adv aux co +/.,ENG ENG ENG ENG ENG ENG,0
412,there's always de .,pro:exist adv L2 .,ENG ENG ESP,1
413,yeah profesor de francés .,co L2 L2 L2 .,ENG ESP ESP ESP,1
414,if you say profesor francés /.,conj pro:per v L2 L2 +/.,ENG ENG ENG ESP ESP,1
415,it means a French like literally from France .,pro:per v det:art n:prop prep adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
416,yes yeah .,co co .,ENG ENG,0
417,yeah .,co .,ENG,0
418,yeah so that it's disambiguated .,co adv adv pro:per part .,ENG ENG ENG ENG ENG,0
419,in English you have that ambiguous possibility because of the the way you can put place modifiers .,prep n:prop pro:per v det:dem adj n conj prep det:art det:art n pro:per mod v n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
420,you know that's actually another reason why I prefer to write in English as to writing in Spanish .,pro:per v comp adv qn n pro:rel pro:sub v inf v prep n:prop conj inf n:gerund prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
421,because English does allow you to be a little ambiguous which means you can have so many more double meanings at times .,conj n:prop mod v pro:per inf cop det:art adj adj pro:rel v pro:per mod v adv qn qn n n:gerund prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
422,and makes it interesting .,coord v pro:per adj .,ENG ENG ENG ENG,0
423,told me that they actually want disambiguation like so ...,v pro:obj comp pro:sub adv v n prep adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
424,oh well I'm talking about like when I write like poetry or music .,co adv pro:sub part adv prep pro:int pro:sub v co n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
425,okay right .,co co .,ENG ENG,0
426,no when it comes to journalism I want crystal clear .,co conj pro:per v prep n pro:sub v n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
427,oh yeah yeah yeah yeah .,co co co co co .,ENG ENG ENG ENG ENG,0
428,in that case Spanish would be a little better but it's longer .,prep det:dem n n:prop mod cop det:art adj adj conj pro:per adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
429,little things like that really lengthen an article .,adj n prep pro:dem adv v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
430,you don't know how many times I'm like like the professor of France French professor .,pro:per mod v pro:int qn n pro:sub v prep det:art n prep n:prop n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
431,yeah .,co .,ENG,0
432,okay .,co .,ENG,0
433,that's it that's it .,pro:dem pro:per pro:dem pro:per .,ENG ENG ENG ENG,0
434,yeah see I don't imagine this R_two_d_two having beeps .,co v pro:sub mod v det:dem n:prop part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
435,I see it having like a .,pro:sub v pro:per part prep det:art .,ENG ENG ENG ENG ENG ENG,0
436,nice .,adj .,ENG,0
437,.,None,,0
438,.,None,,0
439,.,None,,0
440,.,None,,0
441,man like I've been like nauseous all day .,n prep pro:sub cop prep adj qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
442,like just thinking about all this crap .,prep adv part prep qn det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
443,like I don't have my test results yet so ...,conj pro:sub mod v det:poss n n adv adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
444,you know like ...,pro:per v prep +...,ENG ENG ENG,0
445,like I was actually telling Marta that you know the way I cope with any of this //.,conj pro:sub aux adv part n:prop pro:rel pro:per v det:art n pro:sub v prep qn prep pro:dem +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
446,she still doesn't know about Wednesday .,pro:sub adv mod v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
447,but the way I cope with any of this is that I take it /.,conj det:art n pro:sub v prep qn prep pro:dem cop comp pro:sub v pro:per +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
448,how do you not tell her ?,pro:int mod pro:per neg v pro:obj ?,ENG ENG ENG ENG ENG ENG,0
449,because there's not point .,conj pro:exist neg v .,ENG ENG ENG ENG,0
450,no I okay I know there's no point .,co pro:sub adj pro:sub v pro:exist qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
451,and you being a man of efficiency will obviously not tell her if there's no point .,coord pro:per n:gerund det:art n prep n mod adv neg v pro:obj conj pro:exist qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
452,yeah yeah .,co co .,ENG ENG,0
453,like I told her /.,conj pro:sub v pro:obj +/.,ENG ENG ENG ENG,0
454,you know when she finds out she's gonna wanna kill you .,pro:per v conj pro:sub v adv pro:sub part v v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
455,I don't know if she's ever gonna find out .,pro:sub mod v comp pro:sub adv part v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
456,you know it's ...,pro:per v pro:per +...,ENG ENG ENG,0
457,I mean unless like I get screwed over you know .,pro:sub v conj conj pro:sub v part adv pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
458,I guess .,pro:sub v .,ENG ENG,0
459,yeah I mean I'm just gonna really down play it .,co pro:sub v pro:sub adv part adv adv n pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
460,like because like my whole idea is that /.,co conj prep det:poss adj n cop pro:dem +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
461,it's always no big deal ?,pro:per adv qn adj n ?,ENG ENG ENG ENG ENG,0
462,it's always no big deal you know .,pro:per adv qn adj n pro:per v .,ENG ENG ENG ENG ENG ENG ENG,0
463,like had she been here I would have told her .,co v pro:sub cop adv pro:sub mod aux part pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
464,because I told her about the event .,conj pro:sub v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
465,I told her that evening I spoke to her .,pro:sub v pro:obj comp n pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
466,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
467,oh like this shit happened and whatever .,co prep pro:dem n v coord pro:int .,ENG ENG ENG ENG ENG ENG ENG,0
468,"and she's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
469,oh that really sucks you know .,co adv adv v pro:per v .,ENG ENG ENG ENG ENG ENG,0
470,but I just never brought it up again you know .,conj pro:sub adv adv v pro:per adv adv pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
471,like I never told her when I got hearing notice .,conj pro:sub adv v pro:obj conj pro:sub v n:gerund n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
472,I never told her about any of that you know .,pro:sub adv v pro:obj prep qn prep pro:dem pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
473,"she's gonna bring it up on Wednesday afternoon ""/.","pro:sub part v pro:per adv prep n:prop n +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
474,hey you never told me what happened with that ...,co pro:per adv v pro:obj pro:int v prep pro:dem +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
475,.,None,,0
476,kidding .,part .,ENG,0
477,she what ?,pro:sub pro:int ?,ENG ENG,0
478,you know like you're kidding right .,pro:per v co pro:per n:gerund adj .,ENG ENG ENG ENG ENG ENG,0
479,.,None,,0
480,you are joking .,pro:per aux part .,ENG ENG ENG,0
481,do you like this picture ?,mod pro:per v det:dem n ?,ENG ENG ENG ENG ENG,0
482,that's nice yeah .,pro:dem adj co .,ENG ENG ENG,0
483,yeah that's good .,co pro:dem adj .,ENG ENG ENG,0
484,let's see it again ?,v v pro:per adv ?,ENG ENG ENG ENG,0
485,actually I have my own copy .,adv pro:sub v det:poss adj n .,ENG ENG ENG ENG ENG ENG,0
486,you have your own copy .,pro:per v det:poss adj n .,ENG ENG ENG ENG ENG,0
487,get over there .,v prep n .,ENG ENG ENG,0
488,we should number these like .,pro:sub mod v pro:dem prep .,ENG ENG ENG ENG ENG,0
489,that's actually what I was gonna tell you right now .,pro:dem adv pro:int pro:sub aux part v pro:per adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
490,I'm gonna start numbering them now .,pro:sub part v part pro:obj adv .,ENG ENG ENG ENG ENG ENG,0
491,this brings me to the topic that I've been wanting to talk about .,pro:dem v pro:obj prep det:art n pro:rel pro:sub aux part prep n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
492,.,None,,0
493,dime .,imp .,ENG,0
494,when I went to ...,conj pro:sub v prep +...,ENG ENG ENG ENG,0
495,topic that you wanted to talk about .,n pro:rel pro:per v inf v adv .,ENG ENG ENG ENG ENG ENG ENG,0
496,one thing what I ever want to talk about .,det:num n pro:int pro:sub adv v prep n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
497,always .,adv .,ENG,0
498,one of the days that I went to Gordon_beach like //.,det:num prep det:art n pro:rel pro:sub v prep n:prop prep +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
499,this isn't you know even supreme .,pro:dem cop pro:per v adv adj .,ENG ENG ENG ENG ENG ENG,0
500,but .,conj .,ENG,0
501,no no it's just nice .,co co pro:per adj adj .,ENG ENG ENG ENG ENG,0
502,but don't you love this picture ?,conj mod pro:per v det:dem n ?,ENG ENG ENG ENG ENG ENG,0
503,don't you love this picture //?,mod pro:per v det:dem n +//?,ENG ENG ENG ENG ENG,0
504,what do you see ?,pro:int mod pro:per v ?,ENG ENG ENG ENG,0
505,I feel that's a door .,pro:sub v pro:dem det:art n .,ENG ENG ENG ENG ENG,0
506,that's the main like entrance door .,pro:dem det:art adj co n n .,ENG ENG ENG ENG ENG ENG,0
507,yeah .,co .,ENG,0
508,and what's interesting I will ask what did you see .,coord pro:int adj pro:sub mod v pro:int mod pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
509,and I took these two pictures very quickly .,coord pro:sub v det:dem det:num n adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
510,hello .,co .,ENG,0
511,.,None,,0
512,hi .,co .,ENG,0
513,.,None,,0
514,okay .,co .,ENG,0
515,.,None,,0
516,fine ?,adv ?,ENG,0
517,okay good .,co adj .,ENG ENG,0
518,.,None,,0
519,okay .,co .,ENG,0
520,.,None,,0
521,okay .,co .,ENG,0
522,.,None,,0
523,okay .,co .,ENG,0
524,okay thanks .,co co .,ENG ENG,0
525,.,None,,0
526,okay .,co .,ENG,0
527,there you go .,adv pro:per v .,ENG ENG ENG,0
528,you a little less nervous now ?,pro:per det:art adj adj adj adv ?,ENG ENG ENG ENG ENG ENG,0
529,a little bit .,det:art adj n .,ENG ENG ENG,0
530,all right check it out .,qn n n pro:per adv .,ENG ENG ENG ENG ENG,0
531,I took these quickly enough so that I could ask him to describe what he sees through that window .,pro:sub v det:dem adv adv adv pro:rel pro:sub mod v pro:obj inf v pro:int pro:sub v prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
532,mhm .,co .,ENG,0
533,and this is what's actually in that window .,coord pro:dem cop pro:int adv prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
534,"so he's like ""/.","co pro:sub prep +""/.",ENG ENG ENG,0
535,I see a light .,pro:sub v det:art n .,ENG ENG ENG ENG,0
536,there might be a car .,adv mod cop det:art n .,ENG ENG ENG ENG ENG,0
537,there's another car .,pro:exist qn n .,ENG ENG ENG,0
538,mhm .,co .,ENG,0
539,can you please be more descriptive ?,mod pro:per co cop adv adj ?,ENG ENG ENG ENG ENG ENG,0
540,could you tell me the color of the car ?,mod pro:per v pro:obj det:art n prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
541,could you tell me which way the car is going ?,mod pro:per v pro:obj pro:int n det:art n aux part ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
542,could you tell me if it's the front or the back of the car ?,mod pro:per v pro:obj conj pro:per det:art n coord det:art n prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
543,tell me all these descriptions .,v pro:obj qn det:dem n .,ENG ENG ENG ENG ENG,0
544,"and I'll be like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
545,well this is what it actually looked like .,co pro:dem cop pro:int pro:per adv v prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
546,and these are the things you did not include .,coord pro:dem cop det:art n pro:per mod neg v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
547,so if you say that you saw us throwing something that's funny .,co conj pro:per v comp pro:per v pro:obj part pro:indef pro:rel adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
548,there coulda been a man standing right out there .,adv mod cop det:art n part adv prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
549,you couldn't see him so ...,pro:per mod v pro:obj adv +...,ENG ENG ENG ENG ENG,0
550,that's anyway .,pro:dem adv .,ENG ENG,0
551,yeah we should start numbering them .,co pro:sub mod v part pro:obj .,ENG ENG ENG ENG ENG ENG,0
552,if you don't mind helping me .,conj pro:per mod v part pro:obj .,ENG ENG ENG ENG ENG ENG,0
553,I brought a pen .,pro:sub v det:art n .,ENG ENG ENG ENG,0
554,sure sure .,adj adj .,ENG ENG,0
555,I'm going to number ...,pro:sub part inf v +...,ENG ENG ENG ENG,0
556,let me figure out /.,v pro:obj v adv +/.,ENG ENG ENG ENG,0
557,this is your first one too ?,pro:dem cop det:poss adj pro:indef adv ?,ENG ENG ENG ENG ENG ENG,0
