,sentence,pos,language,switch
282,tú te sientas con él y te ríes por años y años .,pro:sub pro:obj v prep pro:head coord pro:obj v prep n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
283,porque él es una persona muy muy chistosa .,conj pro:sub cop det:art n adv adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
284,very funny you know .,adv adj pro:per v .,ENG ENG ENG ENG,0
285,he makes us laugh until we drop .,pro:sub v pro:obj v prep pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
286,let's talk about our grandmothers .,v v prep det:poss grand#n .,ENG ENG ENG ENG ENG,0
287,let's start with Marge Howell .,v v prep n:prop n:prop .,ENG ENG ENG ENG ENG,0
288,Marge well she is let's she's a very good cook .,n:prop n pro:sub cop v pro:sub det:art adv adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
289,cocina super rico .,n n adj .,ENG ENG ENG,0
290,yes .,co .,ENG,0
291,rico sí .,adj co .,ENG ENG,0
292,yo y ella estamos mucho tiempo con nosotros en la casa de ella haciendo chévere cosas .,pro:sub coord pro:sub cop adv n prep pro:sub prep det:art n v pro:sub ger adj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
293,y a nosotros les gusta hacer como cakes and stuff .,L2 L2 L2 L2 L2 L2 L2 n coord n .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG,1
294,it's awesome .,pro:per adj .,ENG ENG,0
295,I know you guys cook a lot you know since she's from the south of Texas .,pro:sub v pro:per n v det:art n pro:per v prep pro:sub prep det:art adj prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
296,I know she makes the best cornbread .,pro:sub v pro:sub v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
297,she ...,pro:sub +...,ENG,0
298,exactly .,adv .,ENG,0
299,she's a really good cook .,pro:sub det:art adv adj n .,ENG ENG ENG ENG ENG,0
300,yeah so that's the point of view .,co co pro:dem det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
301,she teaches /.,pro:sub v +/.,ENG ENG,0
302,yes .,co .,ENG,0
303,POV .,n:prop .,ENG,0
304,point of view .,n prep n .,ENG ENG ENG,0
305,so let's move on to abuelita Anita .,adv v v adv prep L2 n:prop .,ENG ENG ENG ENG ENG ESP ENG,1
306,Anita .,n:prop .,ENG,0
307,well she is dedicated to God one hundred and ten percent .,co pro:sub aux part prep n:prop det:num det:num coord det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
308,she is like dedicated .,pro:sub cop co v .,ENG ENG ENG ENG,0
309,no more like one thousand and ten percent .,co adv prep det:num det:num coord det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
310,you know ?,pro:per v ?,ENG ENG,0
311,no she is a great person .,co pro:sub cop det:art adj n .,ENG ENG ENG ENG ENG ENG,0
312,and te enseña mucho .,coord L2 L2 L2 .,ENG ESP ESP ESP,1
313,te enseña mucho de Dios mucho mucho de Dios .,pro:obj v adv prep n:prop adv adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
314,y ella le encanta ir a la iglesia las cuatro de la mañana praying like literally praying praying .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 part conj adv part part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
315,four o'clock in the morning .,det:num n prep det:art n .,ENG ENG ENG ENG ENG,0
316,you know her life is praying praying from three o'clock in the morning until midnight .,pro:per v det:poss n aux part part prep det:num n prep det:art n prep mid#n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
317,she's very very amazing .,pro:sub adv adv part .,ENG ENG ENG ENG,0
318,now that we talked enough about family let's talk about our kind of home states .,adv pro:rel pro:sub v adv prep n v v prep det:poss n prep n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
319,I was born here in Florida .,pro:sub cop adj adv prep n:prop .,ENG ENG ENG ENG ENG ENG,0
320,and we're gonna ask each other what is our favorite things to do here .,coord pro:sub part v qn qn pro:int cop det:poss n n inf v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
321,well let me talk about my background first .,co v pro:obj v prep det:poss n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
322,well both of my parents are from Columbia .,co qn prep det:poss n cop prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
323,and I was also born in Columbia .,coord pro:sub cop adv adj prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
324,so my first language was Spanish .,adv det:poss adj n cop n:prop .,ENG ENG ENG ENG ENG ENG,0
325,yeah .,co .,ENG,0
326,español es mi prioridad en mis idiomas .,adj cop det:pos n prep det:pos n .,ENG ENG ENG ENG ENG ENG ENG,0
327,but you know I've immunized to English more than Spanish .,conj pro:per v pro:sub part prep n:prop qn prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
328,over the years I had noticed that at first you were like blanked out on the English .,prep det:art n pro:sub aux part comp prep adj pro:per cop co v adv prep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
329,and I'm like ...,coord pro:sub prep +...,ENG ENG ENG,0
330,I had to talk to you in like total total Spanish .,pro:sub v prep n prep pro:per prep co n n n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
331,I know .,pro:sub v .,ENG ENG,0
332,but like look at you pro now .,conj co v prep pro:per n adv .,ENG ENG ENG ENG ENG ENG ENG,0
333,I know .,pro:sub v .,ENG ENG,0
334,you know /.,pro:per v +/.,ENG ENG,0
335,my background of my stay is I was born here in the city of Pembrooke_Pines .,det:poss n prep det:poss v cop pro:sub cop adj adv prep det:art n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
336,and I was born at the hospital Memorial_West here in Florida .,coord pro:sub cop adj prep det:art n n:prop adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
337,and I have two parents of course .,coord pro:sub v det:num n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
338,.,None,,0
339,and I live in the neighborhood .,coord pro:sub v prep det:art n .,ENG ENG ENG ENG ENG ENG,0
340,and there's this big neighborhood named Grand_Palms .,coord pro:exist det:dem adj n v n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
341,my dad lives in the front .,det:poss n n prep det:art n .,ENG ENG ENG ENG ENG ENG,0
342,me and my grandma my mom all live in like the little same community .,pro:obj coord det:poss grand#n det:poss n adv adj adv prep det:art adj adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
343,and it's like awesome .,coord pro:per conj adj .,ENG ENG ENG ENG,0
344,my home language is English .,det:poss adv n cop n:prop .,ENG ENG ENG ENG ENG,0
345,but my first word was in Spanish .,conj det:poss adj n cop prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
346,it was agua .,pro:per cop L2 .,ENG ENG ESP,1
347,I'm guessing that means water .,pro:sub part adv v n .,ENG ENG ENG ENG ENG,0
348,translation .,n .,ENG,0
349,duh .,co .,ENG,0
350,so tell us more about your mom and your dad's backgrounds from where they come from .,adv v pro:obj pro:indef prep det:poss n coord det:poss adj n prep pro:int pro:sub v prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
351,my dad comes from the United States from Texas .,det:poss n v prep det:art n:prop n:prop prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
352,he was born in Tyler Texas .,pro:sub cop adj prep n:prop n:prop .,ENG ENG ENG ENG ENG ENG,0
353,he only spent a couple years though there though you know .,pro:sub adv v det:art qn n adv adv adv pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
354,fue mucho calor .,v adv n .,ENG ENG ENG,0
355,he said and you know he said he had a good childhood there .,pro:sub v coord pro:per v pro:sub v pro:sub v det:art adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
356,but he spent most of his years here in Florida and Atlanta and California and a lot of different places you know .,conj pro:sub v qn prep det:poss n adv prep n:prop coord n:prop coord n:prop coord det:art n prep adj n pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
357,yes .,co .,ENG,0
358,you know and then here comes my mom .,pro:per v coord adv:tem adv v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
359,she's from like a whole different country like Columbia .,pro:sub prep co det:art n adj n conj n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
360,that's where most of my family comes from you know .,pro:dem pro:int qn prep det:poss n v prep pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
361,and she was raised on a farm .,coord pro:sub aux part prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
362,and she loved it there you know .,coord pro:sub v pro:per adv pro:per v .,ENG ENG ENG ENG ENG ENG ENG,0
363,and she had two sisters .,coord pro:sub v det:num n .,ENG ENG ENG ENG ENG,0
364,yes I know .,co pro:sub v .,ENG ENG ENG,0
365,y mamá también me dijo de la farm .,L2 L2 L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ESP ESP ESP ENG,1
366,she told me it was big .,pro:sub v pro:obj pro:per cop adj .,ENG ENG ENG ENG ENG ENG,0
367,what did your mom tell you about the farm ?,pro:int mod det:poss n v pro:per prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
368,my mom told me that they didn't have pools you know .,det:poss n v pro:obj comp pro:sub mod v v pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
369,so she'd just take a like a swim in the pond .,adv pro:sub adv v det:art co det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
370,in the pond en el lago .,prep det:art n L2 L2 L2 .,ENG ENG ENG ESP ESP ESP,1
371,ugh that sounds stinky .,co adv v adj .,ENG ENG ENG ENG,0
372,I can't go swim in a pond .,pro:sub mod v n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
373,yeah so the rest of my mom's background is now she's remarried to Andrew as we talked about earlier .,co conj det:art n prep det:poss adj n cop adv pro:sub re#part prep n:prop conj pro:sub v adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
374,and she's here sitting right now live at this interview hearing us so this chat .,coord pro:sub adv part adv adv v prep det:dem n part pro:obj conj det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
375,listening to us talking about this .,part prep pro:obj part prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
376,she finds our conversations very interesting .,pro:sub v det:poss n adv adj .,ENG ENG ENG ENG ENG ENG,0
377,well ...,co +...,ENG,0
378,she is a very interesting woman .,pro:sub cop det:art adv adj n .,ENG ENG ENG ENG ENG ENG,0
379,she's very interesting you know .,pro:sub adv adj pro:per v .,ENG ENG ENG ENG ENG,0
380,okay let's move on to your parents' background .,co v v adv prep det:poss adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
381,well it's not very interesting .,co pro:per neg adv adj .,ENG ENG ENG ENG ENG,0
382,but my mom is from Columbia .,conj det:poss n cop prep n:prop .,ENG ENG ENG ENG ENG ENG,0
383,mhm .,co .,ENG,0
384,she was born on a farm just like your mom because they're both sisters .,pro:sub cop adj prep det:art n adv prep det:poss n conj pro:sub qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
385,and my father was born in Columbia also .,coord det:poss n cop adj prep n:prop adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
386,so there's basically no other different country than Columbia .,adv pro:exist adv qn qn adj n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
387,that's their main country .,pro:dem det:poss adj n .,ENG ENG ENG ENG,0
388,that's cool .,pro:dem adj .,ENG ENG,0
389,y hablamos mucho español .,coord v adv adj .,ENG ENG ENG ENG,0
390,cool .,adj .,ENG,0
391,en mi casa .,prep det:pos imp .,ENG ENG ENG,0
392,we speak Spanish .,pro:sub v n:prop .,ENG ENG ENG,0
393,but since I go to school of course I have to speak most of my time in English .,conj conj pro:sub v prep n prep n pro:sub v inf v qn prep det:poss n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
394,so let's see .,adv v v .,ENG ENG ENG,0
395,what else can we talk about ?,pro:int post mod pro:sub v adv ?,ENG ENG ENG ENG ENG ENG,0
396,so who what is your favorite number ?,adv pro:rel pro:int cop det:poss n v ?,ENG ENG ENG ENG ENG ENG ENG,0
397,my favorite number is nueve nine because that was the day I was born .,det:poss n n cop L2 det:num conj pro:dem cop det:art n pro:sub cop adj .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
398,February ninth .,n:prop adj .,ENG ENG,0
399,so that's my favorite number .,co pro:dem det:poss n v .,ENG ENG ENG ENG ENG,0
400,it's just very weird .,pro:per adj adv adj .,ENG ENG ENG ENG,0
401,but that's my favorite number .,conj pro:dem det:poss n v .,ENG ENG ENG ENG ENG,0
402,mi favorito número .,det:pos adj n .,ENG ENG ENG,0
403,so what about you ?,adv pro:int adv pro:per ?,ENG ENG ENG ENG,0
404,tell me about your birthday .,v pro:obj prep det:poss n .,ENG ENG ENG ENG ENG,0
405,my birthday is on July two five twenty fifth .,det:poss n cop prep n:prop det:num det:num det:num adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
406,and my mom's birthday really weird is four days before on the twenty first of July .,coord det:poss adj n adv adj aux det:num n adv prep det:art det:num adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
407,so she had me like like like four days before .,co pro:sub v pro:obj prep co co det:num n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
408,four days .,det:num n .,ENG ENG,0
409,after her birthday you know .,prep pro:obj n pro:per v .,ENG ENG ENG ENG ENG,0
410,wow .,co .,ENG,0
411,like awesome .,prep adj .,ENG ENG,0
412,tú fuiste el regalo de ella .,pro:sub v det:art v prep pro:sub .,ENG ENG ENG ENG ENG ENG,0
413,you were her birthday present .,pro:per cop det:poss n adv .,ENG ENG ENG ENG ENG,0
414,yeah I was her birthday present like four days late birthday present .,co pro:sub cop det:poss n adv co det:num n adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
415,that was great .,pro:dem cop adj .,ENG ENG ENG,0
416,when and my dad I think he is born in ...,conj coord det:poss n pro:sub v pro:sub cop adj adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
417,born in ...,adj adv +...,ENG ENG,0
418,October twelfth .,n:prop adj .,ENG ENG,0
419,twelfth yes .,adj co .,ENG ENG,0
420,and to say a little bit about him you know ...,coord inf v det:art adj n prep pro:obj pro:per v +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
421,he's bald .,pro:sub adj .,ENG ENG,0
422,.,None,,0
423,he's bald !,pro:sub adj !,ENG ENG,0
424,yeah he's bald .,co pro:sub adj .,ENG ENG ENG,0
425,but you know he still has little hairs sticking up .,conj pro:per v pro:sub adv aux adj n part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
426,you know I saw that picture .,pro:per v pro:sub v adv n .,ENG ENG ENG ENG ENG ENG,0
427,yo vi esa foto de él con pelo largo y mono .,pro:sub v det:dem n v pro:sub prep v adj coord adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
428,yeah I know .,co pro:sub v .,ENG ENG ENG,0
429,I know like back //.,pro:sub v prep adj +//.,ENG ENG ENG ENG,0
430,no no mono .,co co L2 .,ENG ENG ESP,1
431,no it wasn't blond .,co pro:per cop adj .,ENG ENG ENG ENG,0
432,yes it was .,co pro:per cop .,ENG ENG ENG,0
433,no it wasn't !,co pro:per cop !,ENG ENG ENG,0
434,okay .,co .,ENG,0
435,it was orange .,pro:per cop adj .,ENG ENG ENG,0
436,okay orange .,co n .,ENG ENG,0
437,en la foto con él con el pelo largo y naranja .,prep det:art n prep pro:sub prep det:art n adj coord adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
438,yeah it was like down to his butt .,co pro:per cop prep adv prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
439,I'm serious .,pro:sub adj .,ENG ENG,0
440,wow .,co .,ENG,0
441,okay .,co .,ENG,0
442,so when ah were your parents born ?,co conj co aux det:poss n adj ?,ENG ENG ENG ENG ENG ENG ENG,0
443,well my mom was born in Tulúa which is a very small town in Columbia .,co det:poss n cop adj prep n:prop pro:rel cop det:art adv adj n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
444,and she was born on April sixth .,coord pro:sub cop adj prep n:prop adj .,ENG ENG ENG ENG ENG ENG ENG,0
445,and my dad was born in Armenia was born in Columbia .,coord det:poss n cop adj prep n:prop cop adj prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
446,he was born December ninth .,pro:sub cop adj n:prop adj .,ENG ENG ENG ENG ENG,0
447,yeah cool .,co v .,ENG ENG,0
448,yes so what did you think about that rainstorm today ?,co co pro:int mod pro:per v prep det:dem n adv:tem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
449,cómo cayó la lluvia .,pro:int v det:art n .,ENG ENG ENG ENG,0
450,I know that rainstorm totally wiped out .,pro:sub v comp n adv v adv .,ENG ENG ENG ENG ENG ENG ENG,0
451,totally ruined our egg hunt .,adv v det:poss n n .,ENG ENG ENG ENG ENG,0
452,you know and then like you know the movie Ten_thousand_b_c ?,pro:per v coord adv:tem v pro:per v det:art n n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
453,wasn't it awesome ?,cop pro:per adj ?,ENG ENG ENG,0
454,pues super chévere .,co n adj .,ENG ENG ENG,0
455,chévere .,adj .,ENG,0
456,I know you know .,pro:sub v pro:per v .,ENG ENG ENG ENG,0
457,jinx you owe me a soda .,v pro:per v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG,0
458,oh okay I'll give you that soda later .,co co pro:sub v pro:per det:dem n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
459,so ah school .,co co n .,ENG ENG ENG,0
460,tell me about school .,v pro:obj prep n .,ENG ENG ENG ENG,0
461,your grades your friends your teachers .,det:poss n det:poss n det:poss n .,ENG ENG ENG ENG ENG ENG,0
462,we've been doing fractions lately .,pro:sub aux part n adv .,ENG ENG ENG ENG ENG,0
463,and I've actually been doing okay .,coord pro:sub adv aux part adj .,ENG ENG ENG ENG ENG ENG,0
464,I got a pretty good grade on my math test .,pro:sub v det:art adj adj n prep det:poss n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
465,and I also had a social studies test .,coord pro:sub adv v det:art n v n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
466,tell me about your friends .,v pro:obj prep det:poss n .,ENG ENG ENG ENG ENG,0
467,your friends .,det:poss n .,ENG ENG,0
468,are they nice ?,cop pro:sub adj ?,ENG ENG ENG,0
469,they're nice ?,pro:sub adj ?,ENG ENG,0
470,yeah .,co .,ENG,0
471,mhm yeah .,co co .,ENG ENG,0
472,your teacher what's her name ?,det:poss n pro:int det:poss n ?,ENG ENG ENG ENG ENG,0
473,miss White .,n n:prop .,ENG ENG,0
474,is she nice ?,cop pro:sub adj ?,ENG ENG ENG,0
475,is she a good teacher ?,cop pro:sub det:art adj n ?,ENG ENG ENG ENG ENG,0
476,that's the first main priority yes ?,pro:dem det:art adj adj n co ?,ENG ENG ENG ENG ENG ENG,0
477,yes .,co .,ENG,0
478,okay .,co .,ENG,0
479,what's your favorite plant ?,pro:int det:poss n n ?,ENG ENG ENG ENG,0
480,my favorite plant is a daisy .,det:poss adj n cop det:art n .,ENG ENG ENG ENG ENG ENG,0
481,just because well the white and the yellow I think are two very beautiful colors combined together .,adv conj adv det:art n coord det:art n pro:sub v aux det:num adv adj n v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
482,.,None,,0
483,so ...,co +...,ENG,0
484,what's your favorite clothing store ?,pro:int det:poss n n n ?,ENG ENG ENG ENG ENG,0
485,Love_couture .,n:prop .,ENG,0
486,mine too .,n adv .,ENG ENG,0
487,like the other day I bought these really cute jeans there .,prep det:art qn n pro:sub v det:dem adv adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
488,really ?,adv ?,ENG,0
489,yeah .,co .,ENG,0
490,sí ?,co ?,ENG,0
491,también hay una tienda en Colombia que se llama Azucar which translates to sugar .,L2 L2 L2 L2 L2 n:prop L2 L2 L2 n:prop pro:rel v prep n .,ESP ESP ESP ESP ESP ENG ESP ESP ESP ENG ENG ENG ENG ENG,1
492,it's so cute there .,pro:per adv adj adv .,ENG ENG ENG ENG,0
493,I love that store .,pro:sub v det:dem n .,ENG ENG ENG ENG,0
494,I love that store .,pro:sub v det:dem n .,ENG ENG ENG ENG,0
495,yeah cool .,co v .,ENG ENG,0
496,it's awesome .,pro:per adj .,ENG ENG,0
497,look like you know what is your favorite thing to do in Columbia ?,v conj pro:per v pro:int cop det:poss adj n inf v prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
498,oh my favorite thing to do mi favorita cosa de hacer es estar con mi familia .,co det:poss adj n inf v L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
499,yo adoro estar con mi familia .,pro:sub v inf prep det:pos n .,ENG ENG ENG ENG ENG ENG,0
500,ellos son lo they're the best .,L2 L2 L2 pro:sub det:art adj .,ESP ESP ESP ENG ENG ENG,1
501,that's all I can say .,pro:dem pro:indef pro:sub mod v .,ENG ENG ENG ENG ENG,0
502,I also love about Columbia is that it's beautiful climate .,pro:sub adv v prep n:prop cop adv pro:per adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
503,and there's great there's a lot of fun things to do you know like el parque el café the rivers .,coord pro:exist adj pro:exist det:art n prep n n inf v pro:per v prep L2 L2 L2 L2 det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ENG ENG,1
504,y a veces también Cartagena .,L2 L2 L2 L2 n:prop .,ESP ESP ESP ESP ENG,1
505,but the best thing about it ...,conj det:art adj n prep pro:per +...,ENG ENG ENG ENG ENG ENG,0
506,but the best thing I love to do is hang out with my abuelito Alfredo .,conj det:art adj n pro:sub v inf v cop v adv prep det:poss L2 n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG,1
507,he's like my dad you know .,pro:sub prep det:poss n pro:per v .,ENG ENG ENG ENG ENG ENG,0
508,he raised me since I was a little girl .,pro:sub v pro:obj conj pro:sub cop det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
509,and I love him .,coord pro:sub v pro:obj .,ENG ENG ENG ENG,0
510,I know .,pro:sub v .,ENG ENG,0
511,yeah you know you know he's like the best .,co pro:per v pro:per v pro:sub prep det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
512,and what do you have to say about Anahí ?,coord pro:int mod pro:per v inf v prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
513,his girlfriend .,det:poss n .,ENG ENG,0
514,la novia de abuelito Alfredo .,L2 L2 L2 L2 n:prop .,ESP ESP ESP ESP ENG,1
515,well la primera cosa ella es muy muy linda .,co L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
516,she's super nice .,pro:sub adj adj .,ENG ENG ENG,0
517,and she has the cutest dog ever .,coord pro:sub v det:art adj n adv .,ENG ENG ENG ENG ENG ENG ENG,0
518,it's so fluffy .,pro:per adv adj .,ENG ENG ENG,0
519,she is so pretty .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
520,es muy muy bella ella .,cop adv adv adj pro:sub .,ENG ENG ENG ENG ENG,0
521,muy bella .,adv adj .,ENG ENG,0
522,and she's she's very pleasant to be around with .,coord pro:sub pro:sub adv adj inf aux adv prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
523,and Anahí ya con mi abuelito Alfredo de novios .,coord n:prop L2 L2 L2 L2 n:prop L2 L2 .,ENG ENG ESP ESP ESP ESP ENG ESP ESP,1
524,yeah remember once when you and me went with my mom para para un parque .,co v adv conj pro:per coord pro:obj v prep det:poss n L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
525,it was like so cool .,pro:per cop prep adv adj .,ENG ENG ENG ENG ENG,0
526,and my mom you and me first went on this cool ride where you like sit down .,coord det:poss n pro:per coord pro:obj adv v prep det:dem adj n pro:rel pro:per v v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
527,and there's this little rope that you hold on to .,coord pro:exist det:dem adj n pro:rel pro:per v adv prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
528,and you go /.,coord pro:per v +/.,ENG ENG ENG,0
529,.,None,,0
530,kind of .,adj prep .,ENG ENG,0
531,but it's not like as high .,conj pro:per neg v prep n .,ENG ENG ENG ENG ENG ENG,0
532,and you go around like a circle like twice .,coord pro:per v adv prep det:art n prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
533,and then I went on .,coord adv:tem pro:sub v adv .,ENG ENG ENG ENG ENG,0
534,then you went on it .,adv:tem pro:per v prep pro:per .,ENG ENG ENG ENG ENG,0
535,and they said that only people thirteen and under could go on it .,coord pro:sub v comp qn n det:num coord adv mod v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
536,but my mom went on it .,conj det:poss n v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
537,and she was like in her thirties .,coord pro:sub cop prep prep det:poss det:num .,ENG ENG ENG ENG ENG ENG ENG,0
538,and like she went around .,coord co pro:sub v adv .,ENG ENG ENG ENG ENG,0
539,and right when she ended the cord almost broke .,coord adj conj pro:sub v det:art n adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
540,it went .,pro:per v .,ENG ENG,0
541,that was so funny .,pro:dem cop adv adj .,ENG ENG ENG ENG,0
542,that was hilarious .,pro:dem cop adj .,ENG ENG ENG,0
543,I know .,pro:sub v .,ENG ENG,0
544,it went .,pro:per v .,ENG ENG,0
545,.,None,,0
546,that was really funny .,pro:dem cop adv adj .,ENG ENG ENG ENG,0
547,I remember that like it was yesterday .,pro:sub v comp v pro:per cop adv:tem .,ENG ENG ENG ENG ENG ENG ENG,0
548,yeah I know .,co pro:sub v .,ENG ENG ENG,0
549,it was really funny .,pro:per cop adv adj .,ENG ENG ENG ENG,0
550,let's keep talking about that restaurant .,v v part prep det:dem n .,ENG ENG ENG ENG ENG ENG,0
551,.,None,,0
552,it's a very outdoor restaurant .,pro:per det:art adv adj n .,ENG ENG ENG ENG ENG,0
