,sentence,pos,language,switch
327,no .,co .,ENG,0
328,not at all .,neg prep pro:indef .,ENG ENG ENG,0
329,brand new .,adj adj .,ENG ENG,0
330,what kind ?,pro:int n ?,ENG ENG,0
331,good prize .,adj n .,ENG ENG,0
332,you are .,pro:per cop .,ENG ENG,0
333,de qué marca ?,prep pro:int v ?,ENG ENG ENG,0
334,tú no eres un tipo de marcas así que tú no te preocupes por la marca .,pro:sub adv cop det:art n v v adv pro:rel pro:sub adv pro:obj v prep det:art v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
335,no medio me interesa .,adv adj pro:obj v .,ENG ENG ENG ENG,0
336,tú me lo has dicho muy bien que a ti las marcas no te llenan .,pro:sub pro:obj pro:obj aux part adv adv pro:rel aprep pro:prep pro:obj v adv pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
337,bueno me interesa saber cuáles son .,co pro:obj v inf pro:int cop .,ENG ENG ENG ENG ENG ENG,0
338,yo tengo diferentes ahí .,pro:sub v adj adv .,ENG ENG ENG ENG,0
339,yo no quiero ni nada de eso .,pro:sub adv v coord imp prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
340,cuáles son ?,pro:int cop ?,ENG ENG,0
341,de los ochenta .,prep det:art det:num .,ENG ENG ENG,0
342,y tú tienes por ahí .,coord pro:sub v prep adv .,ENG ENG ENG ENG ENG,0
343,no !,adv !,ENG,0
344,no no no no no no .,adv adv adv adv adv adv .,ENG ENG ENG ENG ENG ENG,0
345,.,None,,0
346,no es nada de ese tipo de zapatos .,adv cop pro:indef prep det:dem n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
347,son zapatos de ahora que tengo demasiados zapatos ahí .,cop n prep adv pro:rel v adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
348,pues ?,co ?,ENG,0
349,me la enseñas .,pro:obj pro:obj v .,ENG ENG ENG,0
350,me gustaría venderlos .,pro:obj v inf .,ENG ENG ENG,0
351,y esto me interesa esto .,coord pro:dem pro:obj v pro:dem .,ENG ENG ENG ENG ENG,0
352,qué cosa ?,pro:int v ?,ENG ENG,0
353,un rack de estos para vino .,L2 n L2 L2 L2 L2 .,ESP ENG ESP ESP ESP ESP,1
354,.,None,,0
355,porque yo veo aquí que tienes tres o cuatro botellas solamente .,conj pro:sub v adv pro:rel v det:num coord det:num n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
356,.,None,,0
357,y tú coges como ciento cincuenta no ?,coord pro:sub v adv n det:num adv ?,ENG ENG ENG ENG ENG ENG ENG,0
358,bueno la la mayoría de la gente está trayendo what they regalar todos mis amigos .,L2 L2 L2 L2 L2 L2 L2 L2 L2 pro:int pro:sub L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP,1
359,ah exactamente lo que tú dijiste .,co adv:adj pro:obj pro:rel pro:sub v .,ENG ENG ENG ENG ENG ENG,0
360,yeah .,co .,ENG,0
361,todos tus amigos .,det:indef det:pos n .,ENG ENG ENG,0
362,tú eres amigo mío .,pro:sub cop n pro:pos .,ENG ENG ENG ENG,0
363,ay yo no sabía .,co pro:sub adv v .,ENG ENG ENG ENG,0
364,I didn't know .,pro:sub mod v .,ENG ENG ENG,0
365,para ponerlas ahí las botellas .,prep inf adv det:art n .,ENG ENG ENG ENG ENG,0
366,es más yo creo que salen las botellas a tres noventa y nueve las botellas .,cop adv pro:sub v pro:rel v det:art n aprep det:num det:num coord det:num det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
367,yo espero hasta que que esté más tú sabes que estén en sale .,pro:sub v prep prep pro:rel cop adv pro:sub v pro:rel cop prep v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
368,ah ?,co ?,ENG,0
369,if it's on sale I'll bring you a bottle .,conj pro:per prep n pro:sub v pro:per det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
370,oh well I'll be waiting for you .,co adv pro:sub aux part prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
371,it's alright .,pro:per adj .,ENG ENG,0
372,you know what wine you can't save it forever .,pro:per v pro:int adj pro:per mod v pro:per adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
373,wine doesn't get much better with age in the bottle .,n mod v adv adv prep n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
374,that's only in the barrel .,pro:dem adv prep det:art n .,ENG ENG ENG ENG ENG,0
375,here it gets //.,adv pro:per v +//.,ENG ENG ENG,0
376,so you might as well drink it .,co pro:per mod adv adv v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
377,if you want .,conj pro:per v .,ENG ENG ENG,0
378,.,None,,0
379,so what about ?,adv pro:int adv ?,ENG ENG ENG,0
380,I'll bring one up now .,pro:sub v det:num adv adv .,ENG ENG ENG ENG ENG,0
381,what about those places ?,pro:int prep det:dem n ?,ENG ENG ENG ENG,0
382,wait wait let's open a bottle while we are talking here .,co co v v det:art n conj pro:sub aux part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
383,those are expensive bottles .,pro:dem cop adj n .,ENG ENG ENG ENG,0
384,but you can't .,conj pro:per mod .,ENG ENG ENG,0
385,you don't understand .,pro:per mod v .,ENG ENG ENG,0
386,you cannot say .,pro:per mod v .,ENG ENG ENG,0
387,it gets bad .,pro:per v adj .,ENG ENG ENG,0
388,let's do that with a cheaper bottle .,v v pro:dem prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
389,bring a cheaper bottle .,v det:art adj n .,ENG ENG ENG ENG,0
390,but we are saving it for .,conj pro:sub aux part pro:per prep .,ENG ENG ENG ENG ENG ENG,0
391,but they are getting bad already why ?,conj pro:sub aux part adj adv pro:rel ?,ENG ENG ENG ENG ENG ENG ENG,0
392,we'll save it for seven years then when we drink it .,pro:sub v pro:per prep det:num n adv:tem conj pro:sub v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
393,no .,co .,ENG,0
394,it's .,pro:per .,ENG,0
395,that's you are talking about in a barrel not in a bottle .,pro:dem pro:per aux part adv prep det:art n neg prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
396,.,None,,0
397,big difference .,adj n .,ENG ENG,0
398,so what about those places that they have this ?,adv pro:int prep det:dem n pro:rel pro:sub v pro:dem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
399,mira vamos a abrir /.,co v aprep inf +/.,ENG ENG ENG ENG,0
400,mhm eso se vende .,co L2 L2 L2 .,ENG ESP ESP ESP,1
401,se vende .,pro:refl v .,ENG ENG,0
402,cada semana se vende .,det:indef n pro:refl v .,ENG ENG ENG ENG,0
403,what about those house that they have special you know ...,pro:int prep det:dem n pro:rel pro:sub v n pro:per v +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
404,not three dollar bottles of wine .,neg det:num n v prep n .,ENG ENG ENG ENG ENG ENG,0
405,those are not /.,pro:dem cop neg +/.,ENG ENG ENG,0
406,let me see .,v pro:obj v .,ENG ENG ENG,0
407,you don't mind ?,pro:per mod v ?,ENG ENG ENG,0
408,you can do it .,pro:per mod v pro:per .,ENG ENG ENG ENG,0
409,let me see .,v pro:obj v .,ENG ENG ENG,0
410,ninety two .,det:num det:num .,ENG ENG,0
411,okay .,co .,ENG,0
412,mira .,co .,ENG,0
413,mira .,co .,ENG,0
414,ya se está abriendo solo .,adv pro:refl aux ger adj .,ENG ENG ENG ENG ENG,0
415,okay .,co .,ENG,0
416,mira .,co .,ENG,0
417,ah okay .,co co .,ENG ENG,0
418,I know what you mean .,pro:sub v pro:int pro:per adj .,ENG ENG ENG ENG ENG,0
419,se está abriendo solo .,pro:refl aux ger adj .,ENG ENG ENG ENG,0
420,vamos a abrirlo .,v aprep inf .,ENG ENG ENG,0
421,come on .,v adv .,ENG ENG,0
422,we are not drinking wine right now .,pro:sub aux neg part n adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
423,we are doing light .,pro:sub aux part n .,ENG ENG ENG ENG,0
424,but that's fine .,conj pro:dem adj .,ENG ENG ENG,0
425,this is part of the conversation .,pro:dem cop n prep det:art n .,ENG ENG ENG ENG ENG ENG,0
426,we are having a conversation .,pro:sub aux part det:art n .,ENG ENG ENG ENG ENG,0
427,no I know .,co pro:sub v .,ENG ENG ENG,0
428,but you don't wanna be drinking by yourself .,conj pro:per mod v aux part prep pro:refl .,ENG ENG ENG ENG ENG ENG ENG ENG,0
429,I don't mind .,pro:sub mod v .,ENG ENG ENG,0
430,that's okay with me too .,pro:dem adj prep pro:obj adv .,ENG ENG ENG ENG ENG,0
431,so that's selfish .,co pro:dem adj .,ENG ENG ENG,0
432,I'm not selfish .,pro:sub neg adj .,ENG ENG ENG,0
433,I'll offer you some .,pro:sub v pro:per qn .,ENG ENG ENG ENG,0
434,if you wanna drink it fine .,conj pro:per v v pro:per adv .,ENG ENG ENG ENG ENG ENG,0
435,if you don't wanna drink it that's okay with me too .,conj pro:per mod v v pro:per pro:dem adj prep pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
436,no no leave it .,co co v pro:per .,ENG ENG ENG ENG,0
437,you know what .,pro:per v pro:int .,ENG ENG ENG,0
438,leave it there .,v pro:per adv .,ENG ENG ENG,0
439,okay .,co .,ENG,0
440,one of these days I'm gonna invite you you know .,det:num prep det:dem n pro:sub part v pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
441,I'm gonna bring the .,pro:sub part v det:art .,ENG ENG ENG ENG,0
442,they sell this in a ...,pro:sub v det:dem prep det:art +...,ENG ENG ENG ENG ENG,0
443,I'm gonna bring you .,pro:sub part v pro:per .,ENG ENG ENG ENG,0
444,what ?,pro:int ?,ENG,0
445,in .,adv .,ENG,0
446,no .,co .,ENG,0
447,two ninety nine .,det:num det:num det:num .,ENG ENG ENG,0
448,no .,co .,ENG,0
449,yes .,co .,ENG,0
450,but from this year probably .,conj prep det:dem n adv .,ENG ENG ENG ENG ENG,0
451,.,None,,0
452,.,None,,0
453,that /.,comp +/.,ENG,0
454,in ninety two it was a dollar ninety nine .,prep det:num det:num pro:per cop det:art n det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
455,no .,co .,ENG,0
456,is impossible .,cop adj .,ENG ENG,0
457,okay .,co .,ENG,0
458,and where did you get your degree of ...,coord pro:int mod pro:per v det:poss n prep +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
459,where did you become a wine connoisseur ?,pro:int mod pro:per cop det:art n n ?,ENG ENG ENG ENG ENG ENG ENG,0
460,cuándo abrimos una botella ?,pro:int v det:art n ?,ENG ENG ENG ENG,0
461,no where did you become a wine connoisseur ?,co pro:int mod pro:per cop det:art n n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
462,should I take five minutes to explain ?,mod pro:sub v det:num n inf v ?,ENG ENG ENG ENG ENG ENG ENG,0
463,okay explain me .,co v pro:obj .,ENG ENG ENG,0
464,okay I explain .,adj pro:sub v .,ENG ENG ENG,0
465,a connoisseur is somebody who knows a lot about something .,det:art n cop pro:indef pro:rel v det:art n prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
466,so when did you become a wine connoisseur ?,co conj mod pro:per cop det:art n n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
467,when did you ...,conj mod pro:per +...,ENG ENG ENG,0
468,how do you know .,pro:int mod pro:per v .,ENG ENG ENG ENG,0
469,I'm just trying to .,pro:sub adv part inf .,ENG ENG ENG ENG,0
470,okay .,co .,ENG,0
471,I'm just trying to .,pro:sub adv part inf .,ENG ENG ENG ENG,0
472,forget about that .,v prep pro:dem .,ENG ENG ENG,0
473,you know you ...,pro:per v pro:per +...,ENG ENG ENG,0
474,where can I get one of these racks ?,pro:int mod pro:sub v pro:indef prep det:dem n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
475,can I tell you something ?,mod pro:sub v pro:per pro:indef ?,ENG ENG ENG ENG ENG,0
476,let's do something .,v v pro:indef .,ENG ENG ENG,0
477,when we do one of the closing /.,conj pro:sub v pro:indef prep det:art n:gerund +/.,ENG ENG ENG ENG ENG ENG ENG,0
478,oh my god .,co det:poss n .,ENG ENG ENG,0
479,I open one of those bottles .,pro:sub v pro:indef prep det:dem n .,ENG ENG ENG ENG ENG ENG,0
480,oh my god .,co det:poss n .,ENG ENG ENG,0
481,I guess we'll never open one .,pro:sub v pro:sub adv adj pro:indef .,ENG ENG ENG ENG ENG ENG,0
482,how about one of these racks .,pro:int prep det:num prep det:dem n .,ENG ENG ENG ENG ENG ENG,0
483,you need to talk to my wife about it .,pro:per v inf v prep det:poss n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
484,no .,co .,ENG,0
485,didn't you have two of them ?,mod pro:per v det:num prep pro:obj ?,ENG ENG ENG ENG ENG ENG,0
486,no .,co .,ENG,0
487,what happened to the other one ?,pro:int v prep det:art qn pro:indef ?,ENG ENG ENG ENG ENG ENG,0
488,there was another one .,pro:exist cop qn pro:indef .,ENG ENG ENG ENG,0
489,no it's just the one .,co pro:per adj det:art pro:indef .,ENG ENG ENG ENG ENG,0
490,no habían dos .,adv aux det:num .,ENG ENG ENG,0
491,no .,adv .,ENG,0
492,if my wife says get one for him I get one for him .,conj det:poss n v v pro:indef prep pro:obj pro:sub v pro:indef prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
493,ah .,co .,ENG,0
494,no consígame uno .,adv imp pro:dem .,ENG ENG ENG,0
495,I don't need /.,pro:sub mod v +/.,ENG ENG ENG,0
496,you don't need your wife .,pro:per mod v det:poss n .,ENG ENG ENG ENG ENG,0
497,you have asthma ?,pro:per v n ?,ENG ENG ENG,0
498,yeah .,co .,ENG,0
499,todo mira .,det:indef v .,ENG ENG,0
500,you have asthma ?,pro:per v n ?,ENG ENG ENG,0
501,mira listen .,L2 v .,ESP ENG,1
502,I'm gonna ask my wife .,pro:sub part v det:poss n .,ENG ENG ENG ENG ENG,0
503,is that what it is ?,cop pro:dem pro:int pro:per cop ?,ENG ENG ENG ENG ENG,0
504,listen .,v .,ENG,0
505,eso es lo que tú tienes asma ?,pro:dem cop pro:obj pro:rel pro:sub v n ?,ENG ENG ENG ENG ENG ENG ENG,0
506,no no no escúchame .,adv adv adv imp .,ENG ENG ENG ENG,0
507,de esas dos líneas no más cuestan cincuenta dólares .,prep det:dem det:num n adv adv v det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
508,eso no importa .,pro:dem adv v .,ENG ENG ENG,0
509,sabes cuántas líneas hay ahí ?,co pro:int n v adv ?,ENG ENG ENG ENG ENG,0
510,qué me importa ?,pro:int pro:obj v ?,ENG ENG ENG,0
511,I just need one whole rack like this .,pro:sub adv v pro:indef adj n prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
512,eso no cuesta cincuenta dólares .,pro:dem adv v det:num n .,ENG ENG ENG ENG ENG,0
513,tú no eres materialista .,pro:sub adv cop n .,ENG ENG ENG ENG,0
514,no .,adv .,ENG,0
515,okay imagínate .,co imp .,ENG ENG,0
516,eso no es escogerlo y soplar y hacer botellas adentro .,pro:dem adv cop inf coord inf coord inf n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
517,mhm .,co .,ENG,0
518,eso vamos a tener que hablar algo .,pro:dem v aprep inf pro:rel inf pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
519,yo te consigo uno .,pro:sub pro:obj v pro:dem .,ENG ENG ENG ENG,0
520,yo voy a tratar de conseguirte uno porque .,pro:sub v aprep inf prep inf det:art conj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
521,mira mira .,co co .,ENG ENG,0
522,tú me dices consígueme .,pro:sub pro:obj v imp .,ENG ENG ENG ENG,0
523,y yo te voy a abrir la puerta .,coord pro:sub pro:obj v aprep inf det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
524,y voy a ir a conseguir .,coord v aprep inf aprep inf .,ENG ENG ENG ENG ENG ENG,0
525,mhm .,co .,ENG,0
526,.,None,,0
527,you know yo tengo que ir .,pro:per v L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP,1
528,y tratar de conseguir .,coord inf prep inf .,ENG ENG ENG ENG,0
529,y tratar .,coord inf .,ENG ENG,0
530,eso yo traté de conseguirlo también .,pro:dem pro:sub v prep inf adv .,ENG ENG ENG ENG ENG ENG,0
531,.,None,,0
532,no se me hizo /.,adv pro:refl pro:obj v +/.,ENG ENG ENG ENG,0
533,qué hiciste para conseguirlo ?,pro:int v prep inf ?,ENG ENG ENG ENG,0
534,no se me hizo fácil .,adv pro:refl pro:obj v adj .,ENG ENG ENG ENG ENG,0
535,no .,adv .,ENG,0
536,eso fue una amiga que tenía algunos de esos .,pro:dem cop det:art n pro:rel v det:indef prep det:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
537,mhm mhm okay .,co co co .,ENG ENG ENG,0
538,y no tiene más ?,coord adv v adv ?,ENG ENG ENG ENG,0
539,y qué consigo yo si yo te consigo uno de esos ?,coord pro:int adv pro:sub conj pro:sub pro:obj v det:art prep det:dem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
540,.,None,,0
541,I'll get you new binoculars .,pro:sub aux pro:per adj n .,ENG ENG ENG ENG ENG,0
542,qué tan fuerte son los binoculars ?,L2 L2 L2 L2 L2 n ?,ESP ESP ESP ESP ESP ENG,1
543,I'll get you new binoculars .,pro:sub aux pro:per adj n .,ENG ENG ENG ENG ENG,0
544,hey pero qué tan fuertes son los binoculars ?,co L2 L2 L2 L2 L2 L2 n ?,ENG ESP ESP ESP ESP ESP ESP ENG,1
545,yeah well don't worry about it .,co adv mod v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
546,I'll get you really strong ones .,pro:sub aux pro:per adv adj pro:indef .,ENG ENG ENG ENG ENG ENG,0
547,no no no no no .,adv adv adv adv adv .,ENG ENG ENG ENG ENG,0
548,you can you know .,pro:per mod pro:per v .,ENG ENG ENG ENG,0
549,oh I don't know .,co pro:sub mod v .,ENG ENG ENG ENG,0
550,you can tell me .,pro:per mod v pro:obj .,ENG ENG ENG ENG,0
551,I don't know what the strength is .,pro:sub mod v pro:int det:art n cop .,ENG ENG ENG ENG ENG ENG ENG,0
552,let me you know what .,v pro:obj pro:per v pro:int .,ENG ENG ENG ENG ENG,0
553,me interesa .,pro:obj v .,ENG ENG,0
554,so that you can do your bird watching .,adv pro:rel pro:per mod v det:poss n part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
555,yeah .,co .,ENG,0
556,.,None,,0
557,you know there's a lot of nice birds over here by the water over here .,pro:per v pro:exist det:art n prep adj n prep n prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
558,ver me interesa so déjame ...,inf pro:obj v co imp +...,ENG ENG ENG ENG ENG,0
559,yo te voy a chequear .,pro:sub pro:obj v aprep inf .,ENG ENG ENG ENG ENG,0
560,okay ?,co ?,ENG,0
561,"but si me dice la tipa "".","conj L2 L2 L2 L2 L2 +"".",ENG ESP ESP ESP ESP ESP,1
562,oh te la vendo en treinta .,co pro:obj pro:obj v prep det:num .,ENG ENG ENG ENG ENG ENG,0
563,oh te la vendo en cincuenta .,co pro:obj pro:obj v prep det:num .,ENG ENG ENG ENG ENG ENG,0
564,no .,adv .,ENG,0
565,no lo quieras .,adv pro:obj v .,ENG ENG ENG,0
566,dicen .,v .,ENG,0
567,págalo .,imp .,ENG,0
568,y me lo regalas .,coord pro:obj pro:obj v .,ENG ENG ENG ENG,0
569,como un amigo .,adv det:art n .,ENG ENG ENG,0
570,mira yo vine aquí hoy para arreglarte el ...,co pro:sub v adv adv prep inf det:art +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
571,cuántas veces yo he arreglado el disposal ?,L2 L2 L2 L2 L2 L2 n ?,ESP ESP ESP ESP ESP ESP ENG,1
572,eso fue para atraerte .,pro:dem cop prep inf .,ENG ENG ENG ENG,0
573,no no no espera .,adv adv adv v .,ENG ENG ENG ENG,0
574,eso fue para atraete para ...,pro:dem cop prep imp imp +...,ENG ENG ENG ENG ENG,0
575,.,None,,0
576,eso nunca se dañó ahora .,pro:dem adv pro:refl v adv .,ENG ENG ENG ENG ENG,0
577,ah .,co .,ENG,0
578,eso fue para atraerte .,pro:dem cop prep inf .,ENG ENG ENG ENG,0
579,eso fue para .,pro:dem cop prep .,ENG ENG ENG,0
580,no no pues .,adv adv co .,ENG ENG ENG,0
581,pues me voy ahora mismo .,co pro:obj v adv adj .,ENG ENG ENG ENG ENG,0
582,.,None,,0
583,vamos a dejar esto .,v aprep inf pro:dem .,ENG ENG ENG ENG,0
584,me voy ahora mismo .,pro:obj v adv adj .,ENG ENG ENG ENG,0
585,no pero si tu hubieras venido para eso no hubiera .,adv conj conj det:pos v part prep pro:dem adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
586,no pero .,adv conj .,ENG ENG,0
587,pero cuántas veces ah pero te tengo que cobrar por eso ?,conj pro:int n co conj pro:obj v pro:rel inf prep pro:dem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
588,.,None,,0
589,no .,adv .,ENG,0
590,por el tiempo .,prep det:art n .,ENG ENG ENG,0
591,no porque eso de ahí es por los chicos porque eso se pudre y se daña los niños .,adv conj pro:dem prep adv cop prep det:art n conj pro:dem pro:refl v coord pro:refl v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
592,pero se daña .,conj pro:refl v .,ENG ENG ENG,0
593,ah ?,co ?,ENG,0
594,eso no se daña si no le pones eh o sea tú sabes .,pro:dem adv pro:refl v conj adv pro:ind v co coord cop pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
595,.,None,,0
596,cuando hagamos un cierre abrimos una de las botellas .,conj v det:art v v det:art prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
597,okay ?,co ?,ENG,0
598,lo de los vinos yo voy a tratar .,pro:obj v det:art n pro:sub v aprep inf .,ENG ENG ENG ENG ENG ENG ENG ENG,0
599,eso no es .,pro:dem adv cop .,ENG ENG ENG,0
600,no me interesa .,adv pro:obj v .,ENG ENG ENG,0
601,ese no es y se hizo la botella .,det:dem adv cop coord pro:refl v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
602,no mira si hay un cierre yo compro el vino .,adv co conj v det:art v pro:sub v det:art v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
603,.,None,,0
604,ah ?,co ?,ENG,0
605,si el cierre yo compro el vino .,conj det:art v pro:sub v det:art v .,ENG ENG ENG ENG ENG ENG ENG,0
606,.,None,,0
607,lo que me interesa es esto .,pro:obj pro:rel pro:obj v cop pro:dem .,ENG ENG ENG ENG ENG ENG,0
608,okay yo voy a tratar .,co pro:sub v aprep inf .,ENG ENG ENG ENG ENG,0
609,okay .,co .,ENG,0
610,que te gusta tanto .,pro:rel pro:obj v adj .,ENG ENG ENG ENG,0
611,yeah for my garage .,co prep det:poss n .,ENG ENG ENG ENG,0
612,you know I put it in my garage .,pro:per v pro:sub v pro:per prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
613,garage ?,n ?,ENG,0
614,yeah I have like a little wine cellar .,co pro:sub v prep det:art adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
615,no no no no no .,co co co co co .,ENG ENG ENG ENG ENG,0
616,no that doesn't go in the house .,qn pro:dem mod v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
617,no .,co .,ENG,0
618,that's like a wine cellar .,pro:dem conj det:art n n .,ENG ENG ENG ENG ENG,0
619,pero un ...,conj det:art +...,ENG ENG,0
620,for a nice one yeah .,prep det:art adj pro:indef co .,ENG ENG ENG ENG ENG,0
621,but this is for you know this is for like the garage .,conj pro:dem cop prep pro:per v det:dem cop prep co det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
622,you put it in there .,pro:per v pro:per prep n .,ENG ENG ENG ENG ENG,0
623,and you put all the bottles in there .,coord pro:per v qn det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
624,para un garaje no te lo voy a dar .,prep det:art n adv pro:obj pro:obj v aprep inf .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
625,mhm .,co .,ENG,0
626,don't worry about it .,mod v prep pro:per .,ENG ENG ENG ENG,0
627,I'll take care of it .,pro:sub v n prep pro:per .,ENG ENG ENG ENG ENG,0
628,qué pasó con el cuadro del que te di ?,pro:int v prep det:art n prep pro:rel pro:obj imp ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
629,the .,det:art .,ENG,0
630,it's in my garage .,pro:per prep det:poss n .,ENG ENG ENG ENG,0
631,I hung it up .,pro:sub v pro:per adv .,ENG ENG ENG ENG,0
632,es que tú tienes botellas de wine así botadas en el piso ?,L2 L2 L2 L2 L2 L2 adj L2 L2 L2 L2 L2 ?,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP,1
633,no .,adv .,ENG,0
634,ahora mismo no .,adv adj adv .,ENG ENG ENG,0
635,en la cocina pero ...,prep det:art n conj +...,ENG ENG ENG ENG,0
636,porque yo te haría uno .,conj pro:sub pro:obj v pro:dem .,ENG ENG ENG ENG ENG,0
637,pero yo no sé dónde dónde lo pondría .,conj pro:sub adv v pro:int pro:int pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
638,cuál ?,pro:int ?,ENG,0
639,wine rack .,adj n .,ENG ENG,0
640,wine rack .,adj n .,ENG ENG,0
641,de ese tamaño no me puede entrar en la casa .,prep det:dem n adv pro:obj v inf prep det:art imp .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
642,ah ?,co ?,ENG,0
643,no tengo espacio en la casa .,adv v n prep det:art imp .,ENG ENG ENG ENG ENG ENG,0
644,I have the ...,pro:sub v det:art +...,ENG ENG ENG,0
645,al lado de la escalera te quedaría .,aprep n prep det:art n pro:obj v .,ENG ENG ENG ENG ENG ENG ENG,0
646,nah .,L2 .,ESP,0
647,no you know what .,co pro:per v pro:int .,ENG ENG ENG ENG,0
648,the only place I would put it would have been where the fish tank is .,det:art qn n pro:sub mod v pro:per mod aux aux pro:int det:art n n cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
649,but the fish tank is taking up that spot so .,conj det:art n n aux part prep det:dem n co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
650,unfortunately that's it .,un#adv pro:dem pro:per .,ENG ENG ENG,0
651,pero tú me dices que como para el garaje .,conj pro:sub pro:obj v pro:rel adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
652,que no te gusta como para dentro de la casa ?,pro:rel adv pro:obj v adv prep adv prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
653,no not this kind .,co neg det:dem adj .,ENG ENG ENG ENG,0
654,this is very plain .,pro:dem cop adv adv .,ENG ENG ENG ENG,0
655,I would want something that would look you know would look very nice .,pro:sub mod v pro:indef pro:rel mod v pro:per v mod v adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
