,sentence,pos,language,switch
288,qué bueno qué bueno .,pro:int co pro:int co .,ENG ENG ENG ENG,0
289,and I just laughed .,coord pro:sub adv part .,ENG ENG ENG ENG,0
290,"and she was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
291,yeah bueno .,co co .,ENG ENG,0
292,and here is the other /.,coord adv cop det:art qn +/.,ENG ENG ENG ENG ENG,0
293,y entonces estos estos otros no tienen problemas .,coord adv det:dem det:dem det:indef adv v n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
294,pero Iria quiere que tú lo filees en los .,conj n:prop v pro:rel pro:sub pro:obj L2 prep det:art .,ENG ENG ENG ENG ENG ENG ESP ENG ENG,1
295,"and she goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
296,okay mamita .,co n .,ENG ENG,0
297,I'll do it right now .,pro:sub v pro:per adv adv .,ENG ENG ENG ENG ENG,0
298,it's no problem .,pro:per qn n .,ENG ENG ENG,0
299,and then like today I had given her ...,coord adv:tem conj adv:tem pro:sub aux part pro:obj +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
300,because I terminé de revisar like two more patients .,conj pro:sub L2 L2 L2 co det:num adv n .,ENG ENG ESP ESP ESP ENG ENG ENG ENG,1
301,I finished reviewing two more patients .,pro:sub v part det:num adv n .,ENG ENG ENG ENG ENG ENG,0
302,and I gave her the rest .,coord pro:sub v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG,0
303,oh my god people keep calling my cell phone !,co det:poss n n v part det:poss n n !,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
304,hold on .,n adv .,ENG ENG,0
305,Pamela I'm in school .,n:prop pro:sub prep n .,ENG ENG ENG ENG,0
306,bye .,co .,ENG,0
307,so then ...,adv adv:tem +...,ENG ENG,0
308,no le digas que estás conmigo que quiere venir para acá .,adv pro:ind v pro:rel cop adv pro:rel v inf prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
309,no .,co .,ENG,0
310,no I don't know .,co pro:sub mod v .,ENG ENG ENG ENG,0
311,she picked up the phone .,pro:sub v prep det:art n .,ENG ENG ENG ENG ENG,0
312,"and she goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
313,you have to call me .,pro:per v inf v pro:obj .,ENG ENG ENG ENG ENG,0
314,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
315,let me ask if it was an emergency .,v pro:obj v comp pro:per cop det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
316,entonces she handled it completely fine .,L2 pro:sub v pro:per adv adv .,ESP ENG ENG ENG ENG ENG,1
317,and then I gave her a .,coord adv:tem pro:sub v pro:obj det:art .,ENG ENG ENG ENG ENG ENG,0
318,I gave her some things to do today to Clara .,pro:sub v pro:obj qn n inf v adv:tem prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
319,"and she said ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
320,sí mamita dame a mí todo lo que tiene que ver con mis pacientes que yo prefiero tenerlos en el .,co n imp aprep pro:prep det:indef pro:obj pro:rel v pro:rel inf prep det:pos n pro:rel pro:sub v inf prep det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
321,y yo tenerlo aquí todo .,coord pro:sub inf adv det:indef .,ENG ENG ENG ENG ENG,0
322,like Clara handled everything so perfectly and smooth .,conj n:prop v pro:indef adv adv coord adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
323,"yeah but every time ""/.","co conj qn n +""/.",ENG ENG ENG ENG,0
324,siempre me pasa lo mismo .,adv pro:obj v pro:obj adj .,ENG ENG ENG ENG ENG,0
325,if I //.,conj pro:sub +//.,ENG ENG,0
326,Abigail is it an emergency ?,n:prop cop pro:per det:art n ?,ENG ENG ENG ENG ENG,0
327,then what happened ?,adv:tem pro:int v ?,ENG ENG ENG,0
328,bueno .,co .,ENG,0
329,"and everytime I give ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
330,Clara something .,n:prop pro:indef .,ENG ENG,0
331,"she is always like ""/.","pro:sub cop adv co +""/.",ENG ENG ENG ENG,0
332,ah okay okay ya lo escribo aquí .,co co co adv pro:obj v adv .,ENG ENG ENG ENG ENG ENG ENG,0
333,thank you Ella .,v pro:per n:prop .,ENG ENG ENG,0
334,ay estoy ahogada .,co aux part .,ENG ENG ENG,0
335,problemas .,n .,ENG,0
336,a hablar .,aprep inf .,ENG ENG,0
337,y te preocupa por sus problemas .,coord pro:obj v prep det:pos n .,ENG ENG ENG ENG ENG ENG,0
338,.,None,,0
339,y estoy ahogada .,coord aux part .,ENG ENG ENG,0
340,tengo que hacer eso .,v pro:rel inf pro:dem .,ENG ENG ENG ENG,0
341,pero if he is the case /.,L2 conj pro:sub cop det:art n +/.,ESP ENG ENG ENG ENG ENG,1
342,él no trabaja .,pro:sub adv v .,ENG ENG ENG,0
343,pero she is the case manager for those patients .,L2 pro:sub cop det:art n n prep det:dem n .,ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
344,she is the case manager for those patients .,pro:sub cop det:art n n prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
345,for those patients .,prep det:dem n .,ENG ENG ENG,0
346,that's what she has her salary for .,pro:dem pro:int pro:sub v det:poss n prep .,ENG ENG ENG ENG ENG ENG ENG,0
347,that's what she's getting paid for so she needs to do her job .,pro:dem pro:int pro:sub part part prep conj pro:sub v inf v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
348,just because she gets atareada just a little bit too much .,adv conj pro:sub v L2 adv det:art adj n adv adv .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG,1
349,she like she does oh a little bit more work than normal .,pro:sub v pro:sub v co det:art adj n adv n prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
350,she already like she is I don't know she's learned to not be as rude .,pro:sub adv co pro:sub cop pro:sub mod v pro:sub part inf neg aux prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
351,but she's pretty rude .,conj pro:sub adv adj .,ENG ENG ENG ENG,0
352,I get she likes things her way .,pro:sub v pro:sub v n det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
353,and se hunde en un vaso de agua si ...,L2 pro:refl v prep det:art n prep n conj +...,ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
354,if it's not her way .,conj pro:per neg det:poss n .,ENG ENG ENG ENG ENG,0
355,yeah she's very rude .,co pro:sub adv adj .,ENG ENG ENG ENG,0
356,she has to learn how to treat people because like everybody everybody after I hear Selena scream they come out through the .,pro:sub aux inf v pro:int inf v n conj prep pro:indef pro:indef prep pro:sub v n:prop n pro:sub v adv prep det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
357,did you see what happened today in the morning ?,mod pro:per v pro:int v adv:tem prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
358,ah .,co .,ENG,0
359,okay .,co .,ENG,0
360,you remember in the morning when you and me were sitting in the front ?,pro:per v prep det:art n conj pro:per coord pro:obj aux part prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
361,.,None,,0
362,"and an goes ""/.","coord det:art v +""/.",ENG ENG ENG,0
363,tengo que ver a .,v pro:rel inf aprep .,ENG ENG ENG ENG,0
364,puedo entrar ?,v inf ?,ENG ENG,0
365,remember that lady ?,v comp n ?,ENG ENG ENG,0
366,oh yeah .,co co .,ENG ENG,0
367,yeah the law lady .,co det:art n n .,ENG ENG ENG ENG,0
368,she went in //.,pro:sub v adv +//.,ENG ENG ENG,0
369,bueno she went in .,L2 pro:sub v adv .,ESP ENG ENG ENG,1
370,and then like five minutes I went in also because I had to give something to to .,coord adv:tem co det:num n pro:sub v adv adv conj pro:sub v inf v pro:indef inf prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
371,so I went in .,co pro:sub v adv .,ENG ENG ENG ENG,0
372,and I gave something to whatever .,coord pro:sub v pro:indef inf pro:int .,ENG ENG ENG ENG ENG ENG,0
373,and they were talking .,coord pro:sub aux part .,ENG ENG ENG ENG,0
374,but they were talking kind of loud .,conj pro:sub cop n:gerund adj prep adj .,ENG ENG ENG ENG ENG ENG ENG,0
375,and then like two minutes later I go back into for a fax .,coord adv:tem co det:num n adv pro:sub v adv prep prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
376,and Maria and were at it .,coord n:prop coord cop prep pro:per .,ENG ENG ENG ENG ENG ENG,0
377,like they are screaming at each other .,conj pro:sub aux part prep qn qn .,ENG ENG ENG ENG ENG ENG ENG,0
378,so Marta and Maria have been at it .,co n:prop coord n:prop aux cop prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
379,el gato and Maria have been at it .,L2 L2 coord n:prop aux cop prep pro:per .,ESP ESP ENG ENG ENG ENG ENG ENG,1
380,Martin and Maria have been at it .,n:prop coord n:prop aux cop prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
381,everybody has been at it with Maria because she just doesn't know how to handle situations .,pro:indef aux aux prep pro:per prep n:prop conj pro:sub adv mod v pro:int inf v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
382,including me when that time that she ...,part pro:obj pro:int det:dem n pro:rel pro:sub +...,ENG ENG ENG ENG ENG ENG ENG,0
383,oh yeah Maria and I had never been at it because from the beginning I knew that with that lady you have to have a little bit more than paciencia than everybody else .,co co n:prop coord pro:sub v adv cop prep pro:per conj prep det:art n pro:sub v comp prep det:dem n pro:per v inf v det:art adj n qn prep L2 prep pro:indef post .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG,1
384,she's rude .,pro:sub adj .,ENG ENG,0
385,she's rude .,pro:sub adj .,ENG ENG,0
386,I think she's very rude .,pro:sub v pro:sub adv adj .,ENG ENG ENG ENG ENG,0
387,I think she just never learned people skills .,pro:sub v pro:sub adv adv part n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
388,people skills ?,n n ?,ENG ENG,0
389,yeah because when somebody cuando ...,co conj conj pro:indef L2 +...,ENG ENG ENG ENG ESP,1
390,exactly .,adv .,ENG,0
391,it's about no matter how mad you are you hold in your anger .,pro:per adv co n pro:int adj pro:per cop pro:per v prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
392,and you have some sort of modales .,coord pro:per v qn n prep L2 .,ENG ENG ENG ENG ENG ENG ESP,1
393,do you get me ?,mod pro:per v pro:obj ?,ENG ENG ENG ENG,0
394,you have modales like you office .,pro:per v L2 v pro:per n .,ENG ENG ESP ENG ENG ENG,1
395,your coworkers .,det:poss n .,ENG ENG,0
396,screaming at people .,part prep n .,ENG ENG ENG,0
397,exactly tú tienes que convivir con la misma gente .,L2 pro:sub v pro:rel inf prep det:art adj n .,ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
398,so why would you get in a fight with them or whatever ?,adv pro:rel mod pro:per v prep det:art n prep pro:obj coord pro:int ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
399,exactly before you scream you could just talk .,adv prep pro:per v pro:per mod adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
400,and it's not that .,coord pro:per neg pro:dem .,ENG ENG ENG ENG,0
401,remember when Annie was her asistente ?,v conj n:prop cop det:poss L2 ?,ENG ENG ENG ENG ENG ESP,1
402,but do you think these people .,conj v pro:per v det:dem n .,ENG ENG ENG ENG ENG ENG,0
403,everything's //.,adj +//.,ENG,0
404,.,None,,0
405,.,None,,0
406,maybe they are studying or something .,adv pro:sub aux part coord pro:indef .,ENG ENG ENG ENG ENG ENG,0
407,who cares ?,pro:rel n ?,ENG ENG,0
408,do you wanna move somewhere else ?,mod pro:per v n adv post ?,ENG ENG ENG ENG ENG ENG,0
409,there are some mosquitoes here .,pro:exist cop qn n adv .,ENG ENG ENG ENG ENG,0
410,no mosquitoes .,qn n .,ENG ENG,0
411,oh you wanna go to ...,co pro:per v v prep +...,ENG ENG ENG ENG ENG,0
412,oh no because the teacher said that she had to see us to come in and see .,co co conj det:art n v comp pro:sub v inf v pro:obj inf v adv coord v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
413,but my class is right there .,conj det:poss n cop adv adv .,ENG ENG ENG ENG ENG ENG,0
414,and there's nobody in the class ?,coord pro:exist pro:indef prep det:art n ?,ENG ENG ENG ENG ENG ENG,0
415,no .,co .,ENG,0
416,let's go in the class then .,v v prep det:art n adv:tem .,ENG ENG ENG ENG ENG ENG,0
417,I think she's not in the class .,pro:sub v pro:sub neg prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
418,tú te acuerdas when Annie was Maria's case manager assistant ?,L2 L2 L2 conj n:prop cop adj n n n ?,ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
419,yeah .,co .,ENG,0
420,that Maria was screaming every five seconds .,comp n:prop aux part qn det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
421,to Annie ?,prep n:prop ?,ENG ENG,0
422,yeah pero now she doesn't scream as much because she's talking to Jose .,co L2 adv pro:sub mod n prep adv conj pro:sub part prep n:prop .,ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
423,she knows que se tiene que aguantar la lengua because Jose's a grown man .,pro:sub v L2 L2 L2 L2 L2 L2 L2 conj adj det:art part n .,ENG ENG ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
424,of course .,prep n .,ENG ENG,0
425,do you get me ?,mod pro:per v pro:obj ?,ENG ENG ENG ENG,0
426,but it's not even /.,conj pro:per neg adv +/.,ENG ENG ENG ENG,0
427,yeah .,co .,ENG,0
428,it's beyond that .,pro:per adv pro:dem .,ENG ENG ENG,0
429,it's beyond the fact that like ...,pro:per adv det:art n pro:rel prep +...,ENG ENG ENG ENG ENG ENG,0
430,look in this way .,v adv det:dem adv .,ENG ENG ENG ENG,0
431,it's beyond the fact that like it's like /.,pro:per adv det:art n comp conj pro:per conj +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
432,it doesn't matter if I'm twenty years old or if or if I'm thirty or forty .,pro:per mod v conj pro:sub det:num n adj coord comp coord conj pro:sub det:num coord det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
433,exactly like you have to learn it because ...,adv v pro:per v inf v pro:per conj +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
434,you just ...,pro:per adv +...,ENG ENG,0
435,they're your coworkers .,pro:sub det:poss n .,ENG ENG ENG,0
436,they're not a kid .,pro:sub neg det:art n .,ENG ENG ENG ENG,0
437,I mean they're your coworkers .,pro:sub v pro:sub det:poss n .,ENG ENG ENG ENG ENG,0
438,from nine to five that person is your coworker .,prep det:num prep det:num adv n cop det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
439,and it's not even that .,coord pro:per neg v pro:dem .,ENG ENG ENG ENG ENG,0
440,they are not anything .,pro:sub cop neg pro:indef .,ENG ENG ENG ENG,0
441,"regardless it's like si yo fuera Annie I would look at her and be like ""/.","adv pro:per conj L2 L2 L2 n:prop pro:sub mod v prep pro:obj coord cop prep +""/.",ENG ENG ENG ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
442,tú crees que me puedas hablar a mí como si fuera persona please .,pro:sub v pro:rel pro:obj v inf aprep pro:prep adv conj adv n L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
443,honestly .,adv .,ENG,0
444,but there's a lot of mosquitoes outside .,conj pro:exist det:art n prep n adv .,ENG ENG ENG ENG ENG ENG ENG,0
445,I know like we're getting bitten .,pro:sub v conj pro:sub part part .,ENG ENG ENG ENG ENG ENG,0
446,no but but I thought you weren't in here .,co conj conj pro:sub v pro:per cop prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
447,"that's why we were like ""/.","pro:dem pro:int pro:sub cop co +""/.",ENG ENG ENG ENG ENG,0
448,let's just go back .,v adv v adv .,ENG ENG ENG ENG,0
449,oh .,co .,ENG,0
450,oh okay .,co co .,ENG ENG,0
451,no no no .,co co co .,ENG ENG ENG,0
452,I feel bad .,pro:sub v adj .,ENG ENG ENG,0
453,I feel weird talking .,pro:sub v v part .,ENG ENG ENG ENG,0
454,oh okay okay okay .,co co co co .,ENG ENG ENG ENG,0
455,thank you .,v pro:per .,ENG ENG,0
456,yeah .,co .,ENG,0
457,yeah .,co .,ENG,0
458,uhuh so what were we saying ?,co co pro:int cop pro:sub part ?,ENG ENG ENG ENG ENG ENG,0
459,"no that when Annie was her assistant her case manager que Maria every five minutes ""/.","co adv conj n:prop cop det:poss adj det:poss n n L2 n:prop qn det:num n +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG,1
460,ay Marie .,L2 n:prop .,ESP ENG,1
461,she always .,pro:sub adv .,ENG ENG,0
462,she always screams .,pro:sub adv n .,ENG ENG ENG,0
463,and it's just like you have to learn how to talk to people .,coord pro:per adj v pro:per v inf v pro:int inf v prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
464,and you have to learn how to defend yourself as well .,coord pro:per v inf v pro:int inf v pro:refl adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
465,because if I was in Marie's shoes I would look at her .,conj conj pro:sub cop prep adj n pro:sub mod v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
466,I feel bad now .,pro:sub v adj adv .,ENG ENG ENG ENG,0
467,whatever .,pro:int .,ENG,0
468,"if I was in Marie's shoes I would look at her and be like ""/.","conj pro:sub cop prep adj n pro:sub mod v prep pro:obj coord cop prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
469,Maria tú crees que tú me puedas hablar a mí como una persona por favor ?,n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
470,no tiene que gritarme .,adv v pro:rel inf .,ENG ENG ENG ENG,0
471,because they are a persona .,conj pro:sub cop det:art L2 .,ENG ENG ENG ENG ESP,1
472,exactly .,adv .,ENG,0
473,like the one time that Maria has //.,prep det:art det:num n pro:rel n:prop v +//.,ENG ENG ENG ENG ENG ENG ENG,0
474,you can sit here .,pro:per mod v adv .,ENG ENG ENG ENG,0
475,you've never heard Maria scream at me .,pro:per adv part n:prop n prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
476,and the one time that Maria screamed at me was porque she was trying to printear un order .,coord det:art det:num n pro:rel n:prop v prep pro:obj cop L2 pro:sub aux part prep L2 L2 n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ESP ESP ENG,1
477,y yo estaba faxeando .,coord pro:sub aux L2 .,ENG ENG ENG ESP,1
478,so she's like /.,co pro:sub prep +/.,ENG ENG ENG,0
479,ah .,co .,ENG,0
480,so she was like ay .,co pro:sub cop prep L2 .,ENG ENG ENG ENG ESP,1
481,ah oh yeah she does that all the time .,co co co pro:sub mod adv qn det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
482,ay yo tengo que printear .,L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP,0
483,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
484,sí sí esperate un momentito .,co co imp det:art n .,ENG ENG ENG ENG ENG,0
485,déjame mandar este fax .,L2 L2 L2 n .,ESP ESP ESP ENG,1
486,terminar de mandar este fax exactly .,L2 L2 L2 L2 n adv .,ESP ESP ESP ESP ENG ENG,1
487,"yeah and then she was like ""/.","co coord adv:tem pro:sub cop prep +""/.",ENG ENG ENG ENG ENG ENG,0
488,no no no no no no .,co co co co co co .,ENG ENG ENG ENG ENG ENG,0
489,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
490,Maria !,n:prop !,ENG,0
491,you got bit with a lot of mosquitoes .,pro:per v n prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
492,I know .,pro:sub v .,ENG ENG,0
493,uhuh .,co .,ENG,0
494,I looked at her .,pro:sub v prep pro:obj .,ENG ENG ENG ENG,0
495,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
496,Maria .,n:prop .,ENG,0
497,esto es un momento .,pro:dem cop det:art n .,ENG ENG ENG ENG,0
498,es dos minutos más .,cop det:num n adv .,ENG ENG ENG ENG,0
499,no no no no .,co co co co .,ENG ENG ENG ENG,0
500,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
501,Maria tú sabes que yo te entiendo más cuando tú me estás hablando .,n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
502,cuando tú me gritas no sé qué me pasa en la mente que te bloqueo completamente .,conj pro:sub pro:obj v adv v pro:int pro:obj v prep det:art n pro:rel pro:obj n adv:adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
503,you told her that ?,pro:per v pro:obj comp ?,ENG ENG ENG ENG,0
504,yeah .,co .,ENG,0
505,what did she say to you ?,pro:int mod pro:sub v prep pro:per ?,ENG ENG ENG ENG ENG ENG,0
506,no that she was just like /.,co pro:rel pro:sub cop adv prep +/.,ENG ENG ENG ENG ENG ENG,0
507,bueno que cuando termine ...,co pro:rel conj imp +...,ENG ENG ENG ENG,0
508,mira you brought a mosquito with you .,L2 pro:per v det:art n prep pro:per .,ESP ENG ENG ENG ENG ENG ENG,1
509,I know .,pro:sub v .,ENG ENG,0
510,I'm allergic to mosquitoes .,pro:sub adj prep n .,ENG ENG ENG ENG,0
511,I'm gonna have grey manchas all over myself right now .,pro:sub part v adj L2 adv prep pro:refl adv adv .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
512,and then that's it .,coord adv:tem pro:dem pro:per .,ENG ENG ENG ENG,0
513,and you've never ever ever heard Maria screaming .,coord pro:per adv adv adv part n:prop part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
514,she's gotten better because Maria antes it was with everyone .,pro:sub part adj conj n:prop L2 pro:per cop prep pro:indef .,ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG,1
515,Maria had a problem with everyone at work .,n:prop v det:art n prep pro:indef prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
516,este mosquito ...,det:dem n +...,ENG ENG,0
517,está detrás de ti .,cop adv prep pro:prep .,ENG ENG ENG ENG,0
518,quiere ser mi hermano .,v inf det:pos n .,ENG ENG ENG ENG,0
519,you know you're dressed in black .,pro:per v pro:per part prep n .,ENG ENG ENG ENG ENG ENG,0
520,black attracts more mosquitoes .,n v qn n .,ENG ENG ENG ENG,0
521,black attracts mosquitoes .,n v n .,ENG ENG ENG,0
522,go for your shirt .,v prep det:poss n .,ENG ENG ENG ENG,0
523,.,None,,0
524,I know .,pro:sub v .,ENG ENG,0
525,but I'm wearing jeans .,conj pro:sub part n .,ENG ENG ENG ENG,0
526,you are black .,pro:per cop adj .,ENG ENG ENG,0
527,I know I have one here now .,pro:sub v pro:sub v pro:indef adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
528,I have one everywhere see .,pro:sub v det:num n v .,ENG ENG ENG ENG ENG,0
529,soy alérgica .,cop adj .,ENG ENG,0
530,in Cuba it was really bad .,prep n:prop pro:per cop adv adj .,ENG ENG ENG ENG ENG ENG,0
531,when I used to live in Cuba when I was a little girl .,conj pro:sub v inf v prep n:prop conj pro:sub cop det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
532,mhm .,co .,ENG,0
533,ronchas all over my legs .,L2 adv prep det:poss n .,ESP ENG ENG ENG ENG,1
534,but in Cuba and those countries there's a lot more mosquitoes because places are not AC .,conj prep n:prop coord det:dem n pro:exist det:art n qn n conj n cop neg n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
535,everything is with the windows open .,pro:indef cop prep det:art n adj .,ENG ENG ENG ENG ENG ENG,0
536,and then all mosquitoes come in .,coord adv:tem qn n v adv .,ENG ENG ENG ENG ENG ENG,0
537,yeah .,co .,ENG,0
538,did you have a mosquitero in your bedroom ?,mod pro:per v det:art L2 prep det:poss n ?,ENG ENG ENG ENG ESP ENG ENG ENG,1
539,yeah I had a mosquitero in my bedroom .,co pro:sub v det:art L2 prep det:poss n .,ENG ENG ENG ENG ESP ENG ENG ENG,1
540,in your bedroom ?,prep det:poss n ?,ENG ENG ENG,0
541,yeah .,co .,ENG,0
542,I wanted to walk around the mosquitero twenty four seven .,pro:sub v prep n prep det:art L2 det:num det:num det:num .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG,1
543,did that get hot ?,v comp v adj ?,ENG ENG ENG ENG,0
544,did that get hot ?,v comp v adj ?,ENG ENG ENG ENG,0
545,yeah nights in Cuba are hot .,co n prep n:prop cop adj .,ENG ENG ENG ENG ENG ENG,0
546,unless you open a window .,conj pro:per v det:art n .,ENG ENG ENG ENG ENG,0
547,and you let more mosquitoes come in .,coord pro:per v qn n v adv .,ENG ENG ENG ENG ENG ENG ENG,0
548,but you still get air .,conj pro:per adv v n .,ENG ENG ENG ENG ENG,0
549,but with the mosquitero do you ..?,conj prep det:art L2 v pro:per +..?,ENG ENG ENG ESP ENG ENG,1
550,not really .,neg adv .,ENG ENG,0
551,does the air go through ?,mod det:art n v adv ?,ENG ENG ENG ENG ENG,0
552,not really .,neg adv .,ENG ENG,0
553,I I don't ...,pro:sub pro:sub mod +...,ENG ENG ENG,0
554,.,None,,0
555,does it get any hotter with the mosquitero or it doesn't get hotter with the mosquitero ?,mod pro:per v qn adj prep det:art L2 coord pro:per mod v adj prep det:art L2 ?,ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ESP,1
556,no it doesn't .,co pro:per mod .,ENG ENG ENG,0
557,it doesn't because it has holes .,pro:per mod conj pro:per aux n .,ENG ENG ENG ENG ENG ENG,0
558,the air goes through .,det:art n v adj .,ENG ENG ENG ENG,0
559,I'm sure the ventilation is not as fast but ...,pro:sub adj det:art n cop neg adv adj conj +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
560,yes it's not as powerful .,co pro:per neg prep adj .,ENG ENG ENG ENG ENG,0
561,I wanna go to Cuba .,pro:sub v v prep n:prop .,ENG ENG ENG ENG ENG,0
562,what did you like best about Cuba ?,pro:int mod pro:per v v prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
563,I have to tell you one thing .,pro:sub v inf v pro:per pro:indef n .,ENG ENG ENG ENG ENG ENG ENG,0
564,okay .,co .,ENG,0
565,the people the conversation ...,det:art n det:art n +...,ENG ENG ENG ENG,0
566,everything what did you like about Cuba ?,pro:indef pro:int mod pro:per co prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
567,and my whole family is there ...,coord det:poss adj n cop adv +...,ENG ENG ENG ENG ENG ENG,0
