,sentence,pos,language,switch
291,what about him ?,pro:int prep pro:obj ?,ENG ENG ENG,0
292,te siguen hablando o no ?,pro:obj v ger coord adv ?,ENG ENG ENG ENG ENG,0
293,yeah sometimes .,co adv .,ENG ENG,0
294,but he doesn't hang out with you guys ?,conj pro:sub mod v adv prep pro:per n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
295,yeah sometimes .,co adv .,ENG ENG,0
296,but he gets annoying .,conj pro:sub v part .,ENG ENG ENG ENG,0
297,so you guys aren't friends anymore ?,co pro:per n cop n adv ?,ENG ENG ENG ENG ENG ENG,0
298,yeah but he's always like //.,co conj pro:sub adv co +//.,ENG ENG ENG ENG ENG,0
299,he always gets annoying .,pro:sub adv v part .,ENG ENG ENG ENG,0
300,and like I don't know .,coord conj pro:sub mod v .,ENG ENG ENG ENG ENG,0
301,what about David ?,pro:int prep n:prop ?,ENG ENG ENG,0
302,yeah he's fine .,co pro:sub adv .,ENG ENG ENG,0
303,yeah well friends with Sam .,co n n prep n:prop .,ENG ENG ENG ENG ENG,0
304,who's gonna be your best friend when Sam leaves ?,pro:int part cop det:poss adj n conj n:prop v ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
305,I don't know .,pro:sub mod v .,ENG ENG ENG,0
306,well I don't know because Adrian gets annoying .,co pro:sub mod v conj n:prop aux part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
307,now he barely has any friends .,adv pro:sub adv v qn n .,ENG ENG ENG ENG ENG ENG,0
308,like well we're still sorta his friends .,prep n pro:sub adv adv det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
309,but he gets like all annoying so not really .,conj pro:sub v prep post part adv neg adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
310,and aside from us he has like no friends at all .,coord adv prep pro:obj pro:sub aux co qn n prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
311,oh David David's yeah David's my friend .,co n:prop adj co adj det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
312,and I have another friend named Adam .,coord pro:sub v qn n v n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
313,he no he's mostly David's friend .,pro:sub co pro:sub adv adj n .,ENG ENG ENG ENG ENG ENG,0
314,but ...,conj +...,ENG,0
315,sometimes mine .,adv pro:poss .,ENG ENG,0
316,I sometimes talk to him I mean .,pro:sub adv v prep pro:obj pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
317,I don't know .,pro:sub mod v .,ENG ENG ENG,0
318,we'll see .,pro:sub v .,ENG ENG,0
319,mhm .,co .,ENG,0
320,so tu colegio it's just a middle school or is it middle school and high school like in the same building ?,co L2 L2 pro:per adj det:art adj n coord cop pro:per adj n coord adj n prep prep det:art adj n ?,ENG ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
321,in the same building it's middle .,prep det:art adj n pro:per adj .,ENG ENG ENG ENG ENG ENG,0
322,but like right next to us is the elementary .,conj v n adj prep pro:obj cop det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
323,and then there's like a preschool there .,coord adv:tem pro:exist prep det:art pre#n adv .,ENG ENG ENG ENG ENG ENG ENG,0
324,and then the high school is all the way near //.,coord adv:tem det:art adj n cop qn det:art n adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
325,not not wait .,neg neg v .,ENG ENG ENG,0
326,somewhere near the library .,n prep det:art n .,ENG ENG ENG ENG,0
327,wherever that is .,pro:rel pro:dem cop .,ENG ENG ENG,0
328,so ...,co +...,ENG,0
329,oh it's over there by the library ?,co pro:per prep n prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG,0
330,yeah the one next to F_i_u and the library .,co det:art pro:indef adj prep n:prop coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
331,so tu colegio hasta qué grado va ?,adv L2 L2 L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP ESP ESP,1
332,twelfth .,adj .,ENG,0
333,no pero the building like to what grade does it go to ?,co L2 det:art n co prep pro:int n mod pro:per v prep ?,ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
334,eighth .,adj .,ENG,0
335,eighth grade y después te vas a pasar allá a Sheridan ?,adj n L2 L2 L2 L2 L2 L2 L2 L2 n:prop ?,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
336,yeah .,co .,ENG,0
337,hm .,co .,ENG,0
338,yeah but it'll be the same people .,co conj pro:per cop det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
339,the only difference is that for elementary there are three different campuses the west campus east campus and F_s_u campus .,det:art qn n cop pro:dem prep adj adv cop det:num adj n det:art adj n adj n coord n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
340,east campus moves to central campus .,adj n v prep adj n .,ENG ENG ENG ENG ENG ENG,0
341,middle at west .,adj prep n .,ENG ENG ENG,0
342,and F_s_u go together and move to west campus middle right ?,coord n:prop v adv coord n prep adj n n co ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
343,and then west /.,coord adv:tem n +/.,ENG ENG ENG,0
344,which is where you are ?,pro:rel cop pro:int pro:per cop ?,ENG ENG ENG ENG ENG,0
345,yeah .,co .,ENG,0
346,west campus middle and east campus and no and central campus middle move together to //.,adj n n coord adj n coord co coord adj n n n adv prep +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
347,what's it called ?,pro:int pro:per v ?,ENG ENG ENG,0
348,the big high school .,det:art adj adj n .,ENG ENG ENG ENG,0
349,right ?,co ?,ENG,0
350,mhm .,co .,ENG,0
351,but like I'll still be with the same people .,conj prep pro:sub adv cop prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
352,it's just like each time we keep adding more and more .,pro:per adj co qn n pro:sub v part adv coord adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
353,so what classes do you think you're gonna take next year ?,adv pro:int n v pro:per v pro:per part v adj n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
354,next year I'm taking algebra for math which is a ninth grade class .,adv n pro:sub part n prep n pro:rel cop det:art adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
355,I'm taking let's see for language arts what am I taking ?,pro:sub part v v prep n n pro:int cop pro:sub part ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
356,I think I'm taking advanced language arts which is eighth grade class because advanced is a year advanced at my school .,pro:sub v pro:sub n:gerund part n n pro:rel cop adj n n conj part cop det:art n v prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
357,I'm taking advanced science probably .,pro:sub n:gerund part n adv .,ENG ENG ENG ENG ENG,0
358,I don't have to take reading .,pro:sub mod v inf v part .,ENG ENG ENG ENG ENG ENG,0
359,because if I get a four or a five on the F_Cat I don't have to take reading .,conj conj pro:sub v det:art det:num coord det:art det:num prep det:art n:prop pro:sub mod v inf v part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
360,because in seventh grade in eighth grade I mean you don't have to take reading right ?,conj prep adj n prep adj n pro:sub v pro:per mod v inf v n:gerund adj ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
361,and right now I'm taking seventh grade reading .,coord adv adv pro:sub part adj n part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
362,so and next be taking eighth grade right ?,co coord adv aux part adj n adj ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
363,so and since in eighth grade I don't have to take anything I get an extra elective .,adv coord conj prep adj n pro:sub mod v inf v pro:indef pro:sub v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
364,so what are you gonna do ?,adv pro:int aux pro:per part v ?,ENG ENG ENG ENG ENG ENG,0
365,don't say P_e .,mod v n:prop .,ENG ENG ENG,0
366,why I'm taking P_e .,pro:int pro:sub part n:prop .,ENG ENG ENG ENG,0
367,you don't even like it .,pro:per mod adv conj pro:per .,ENG ENG ENG ENG ENG,0
368,you say it tires you too much .,pro:per v pro:per v pro:per adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
369,yeah I do .,co pro:sub v .,ENG ENG ENG,0
370,no I never said that .,co pro:sub adv v comp .,ENG ENG ENG ENG ENG,0
371,what other elective is there ?,pro:int qn n cop adv ?,ENG ENG ENG ENG ENG,0
372,I'm gonna take P_e and I don't know .,pro:sub part v n:prop coord pro:sub mod v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
373,what other elective is there ?,pro:int qn n cop adv ?,ENG ENG ENG ENG ENG,0
374,there's band which I'm never gonna join .,pro:exist n pro:rel pro:sub adv part v .,ENG ENG ENG ENG ENG ENG ENG,0
375,art which everyone hates the teacher .,n pro:rel pro:indef v det:art n .,ENG ENG ENG ENG ENG ENG,0
376,Spanish I speak Spanish already .,n:prop pro:sub v n:prop adv .,ENG ENG ENG ENG ENG,0
377,so you wouldn't take art class just because you don't like the teacher ?,co pro:per mod v n n adv conj pro:per mod co det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
378,do you even know the teacher ?,mod pro:per adv v det:art n ?,ENG ENG ENG ENG ENG ENG,0
379,yeah .,co .,ENG,0
380,it's the same one for every elective ?,pro:per det:art adj pro:indef prep qn n ?,ENG ENG ENG ENG ENG ENG ENG,0
381,for every art elective .,prep qn n n .,ENG ENG ENG ENG,0
382,well I think you should take that class .,co pro:sub v pro:per mod v pro:dem v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
383,yeah I might take art .,co pro:sub mod v n .,ENG ENG ENG ENG ENG,0
384,or and P_e .,coord coord n:prop .,ENG ENG ENG,0
385,I think art is better .,pro:sub v n cop adj .,ENG ENG ENG ENG ENG,0
386,because /.,conj +/.,ENG,0
387,I'll take art and P_e .,pro:sub v n coord n:prop .,ENG ENG ENG ENG ENG,0
388,but if I could only pick one of them I'll pick P_e .,conj conj pro:sub mod adv v det:num prep pro:obj pro:sub v n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
389,no .,co .,ENG,0
390,why don't you want me to take P_e ?,pro:int mod pro:per v pro:obj inf v n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
391,because you said you didn't even like it .,conj pro:per v pro:per mod adv conj pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
392,I never said that .,pro:sub adv v comp .,ENG ENG ENG ENG,0
393,I said /.,pro:sub v +/.,ENG ENG,0
394,so does everybody have to take P_e or ...,adv mod pro:indef v inf v n:prop coord +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
395,no I wanna take P_e .,co pro:sub v v n:prop .,ENG ENG ENG ENG ENG,0
396,well how come Marissa took P_e ?,co pro:rel v n:prop v n:prop ?,ENG ENG ENG ENG ENG ENG,0
397,does she like it ?,mod pro:sub v pro:per ?,ENG ENG ENG ENG,0
398,no she weighs like two tons .,co pro:sub v co det:num n .,ENG ENG ENG ENG ENG ENG,0
399,so you know what she did ?,co pro:per v pro:int pro:sub v ?,ENG ENG ENG ENG ENG ENG,0
400,the first day she feinted in P_e .,det:art adj n pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
401,so why'd she take it ?,adv pro:int pro:sub v pro:per ?,ENG ENG ENG ENG ENG,0
402,she didn't want to .,pro:sub mod v prep .,ENG ENG ENG ENG,0
403,but she had to because yeah she was taking wheel which is one quarter P_e one quarter research one quarter of computers and one quarter of art .,conj pro:sub v prep conj co pro:sub aux part n pro:rel cop det:num n n:prop det:num n n pro:indef n prep n coord det:num n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
404,and she had that .,coord pro:sub v comp .,ENG ENG ENG ENG,0
405,and with the quarter P_e she had her first quarter she feinted .,coord prep det:art n n:prop pro:sub v det:poss adj n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
406,on the first day she feinted like five times .,prep det:art adj n pro:sub part co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
407,pretended then ?,part adv:tem ?,ENG ENG,0
408,what ?,pro:int ?,ENG,0
409,pretended ?,part ?,ENG,0
410,no she actually feinted .,co pro:sub adv v .,ENG ENG ENG ENG,0
411,how can you feint five times ?,pro:int mod pro:per v det:num n ?,ENG ENG ENG ENG ENG ENG,0
412,like not on the same day .,co neg prep det:art adj n .,ENG ENG ENG ENG ENG ENG,0
413,but like the first day he put us to run for some reason like a lot .,conj prep det:art adj n pro:sub v pro:obj inf v prep qn n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
414,we had to run like two miles the first day .,pro:sub v inf v co det:num n det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
415,and she collapsed like she just collapsed was on the floor .,coord pro:sub v co pro:sub adv part cop prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
416,I think twice in the same day both .,pro:sub v adv prep det:art adj n post .,ENG ENG ENG ENG ENG ENG ENG ENG,0
417,she like collapsed a few times until she finally realized that she'll get an F if she keeps on like feinting in the middle of class .,pro:sub v v det:art qn n conj pro:sub adv v comp pro:sub v det:art n:prop conj pro:sub v prep co part prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
418,uhuh .,co .,ENG,0
419,qué hora son ?,pro:int n cop ?,ENG ENG ENG,0
420,four seventeen .,det:num det:num .,ENG ENG,0
421,I go to work at five thirty today .,pro:sub v prep n prep det:num det:num adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
422,hm .,co .,ENG,0
423,I'm gonna do Q_a .,pro:sub part v n:prop .,ENG ENG ENG ENG,0
424,yeah ?,co ?,ENG,0
425,didn't I already explain it to you .,mod pro:sub adv v pro:per prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
426,Q_a means quality and assertion I think or accuracy .,n:prop v n coord n pro:sub v coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
427,okay I don't need to know that part .,adj pro:sub mod v inf v adv n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
428,yeah .,co .,ENG,0
429,what do you do in Q_a ?,pro:int mod pro:per v prep n:prop ?,ENG ENG ENG ENG ENG ENG,0
430,I have to ...,pro:sub v prep +...,ENG ENG ENG,0
431,what do you have to do ?,pro:int mod pro:per v inf v ?,ENG ENG ENG ENG ENG ENG,0
432,I have to ...,pro:sub v prep +...,ENG ENG ENG,0
433,hold on .,n adv .,ENG ENG,0
434,what do you have to do ?,pro:int mod pro:per v inf v ?,ENG ENG ENG ENG ENG ENG,0
435,give me my phone thank you .,v pro:obj det:poss n v pro:per .,ENG ENG ENG ENG ENG ENG,0
436,okay fine .,co adv .,ENG ENG,0
437,don't take my glasses .,mod v det:poss n .,ENG ENG ENG ENG,0
438,I have to like put them the food like on trays .,pro:sub v prep co v pro:obj det:art n co prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
439,mm thanks .,co co .,ENG ENG,0
440,what do you have ?,pro:int mod pro:per v ?,ENG ENG ENG ENG,0
441,and like check them to see if they're accurate how the people ordered it .,coord co v pro:obj inf v conj pro:sub adj pro:rel det:art n v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
442,and then send it to the tables .,coord adv:tem v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
443,but have to do it like every ticket has to be under fifteen .,conj v inf v pro:per v qn n aux inf cop adv det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
444,and has to be cooked properly the way they want it with dressings they ask for it .,coord aux inf aux part adv det:art n pro:sub v pro:per prep n:gerund pro:sub v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
445,so if it's like bad you get blamed for it ?,co conj pro:per conj adj pro:per v v prep pro:per ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
446,if the people didn't like how it was cooked or how it was made or if it was missing something they just send it back .,conj det:art n mod v pro:rel pro:per aux part coord pro:int pro:per aux part coord conj pro:per cop n:gerund pro:indef pro:sub adv v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
447,and we'll fix it for them .,coord pro:sub v pro:per prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
448,and meanwhile manager goes and talks to them .,coord adv n v coord v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
449,"and tells them ""/.","coord v pro:obj +""/.",ENG ENG ENG,0
450,oh we'll fix it for you .,co pro:sub v pro:per prep pro:per .,ENG ENG ENG ENG ENG ENG,0
451,and like apologizes .,coord co v .,ENG ENG ENG,0
452,and makes sure that the customer is satisfied .,coord v adj comp det:art n aux part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
453,so yeah .,co co .,ENG ENG,0
454,hm .,co .,ENG,0
455,that it's way fun that To_Gos .,pro:rel pro:per n n pro:rel n:prop .,ENG ENG ENG ENG ENG ENG,0
456,To_Go I don't wanna do To_Go anymore .,n:prop pro:sub mod v v n:prop adv .,ENG ENG ENG ENG ENG ENG ENG,0
457,why don't you get tips at To_Go ?,pro:int mod pro:per v n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
458,so I would get tips as server .,co pro:sub mod aux n conj n .,ENG ENG ENG ENG ENG ENG ENG,0
459,I would get triple .,pro:sub mod aux n .,ENG ENG ENG ENG,0
460,what to get on a Friday night .,pro:int inf v prep det:art n:prop n .,ENG ENG ENG ENG ENG ENG ENG,0
461,yeah I know .,co pro:sub v .,ENG ENG ENG,0
462,but you'd also /.,conj pro:per adv +/.,ENG ENG ENG,0
463,yup yeah but you also get tips //.,co co conj pro:per adv v n +//.,ENG ENG ENG ENG ENG ENG ENG,0
464,what's it called ?,pro:int pro:per v ?,ENG ENG ENG,0
465,ah at To_Go you don't gotta Q_a ?,co prep n:prop pro:per mod mod n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
466,well I get paid more in Q_a .,co pro:sub aux part adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
467,so ...,co +...,ENG,0
468,you do ?,pro:per v ?,ENG ENG,0
469,how much an hour ?,pro:int adv det:art n ?,ENG ENG ENG ENG,0
470,yeah .,co .,ENG,0
471,I get paid eight for To_Go .,pro:sub v v det:num prep n:prop .,ENG ENG ENG ENG ENG ENG,0
472,and I get paid ten for Q_a .,coord pro:sub v v det:num prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
473,yeah but how much tips do you make in like a day in To_Go ?,co conj pro:int adv v mod pro:per v prep co det:art n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
474,like thirty five maybe .,co det:num det:num adv .,ENG ENG ENG ENG,0
475,yeah thirty five and .,co det:num det:num coord .,ENG ENG ENG ENG,0
476,if it's a good night .,conj pro:per det:art adj n .,ENG ENG ENG ENG ENG,0
477,if it's a good night around thirty five dollars .,conj pro:per det:art adj n prep det:num det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
478,yeah but you make /.,co conj pro:per v +/.,ENG ENG ENG ENG,0
479,but not always .,conj neg adv .,ENG ENG ENG,0
480,it's not consistent .,pro:per neg adj .,ENG ENG ENG,0
481,you make like ten dollars more in To_Go per day right ?,pro:per v co det:num n adv prep n:prop prep n adj ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
482,huh ?,co ?,ENG,0
483,you will make like ten dollars more a day in To_Go ?,pro:per mod v co det:num n adv det:art n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
484,maybe .,adv .,ENG,0
485,but I don't always do Q_a .,conj pro:sub mod adv v n:prop .,ENG ENG ENG ENG ENG ENG,0
486,I asked yesterday .,pro:sub v adv:tem .,ENG ENG ENG,0
487,I went in at four .,pro:sub v adv prep det:num .,ENG ENG ENG ENG ENG,0
488,but I had to work at six .,conj pro:sub v prep n prep det:num .,ENG ENG ENG ENG ENG ENG ENG,0
489,so I didn't know .,co pro:sub mod v .,ENG ENG ENG ENG,0
490,I thought it was at four o'clock .,pro:sub v pro:per cop prep det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
491,so I was two hours early .,co pro:sub cop det:num n adj .,ENG ENG ENG ENG ENG ENG,0
492,so I was like /.,co pro:sub cop prep +/.,ENG ENG ENG ENG,0
493,you're always like five minutes late .,pro:per adv co det:num n adv .,ENG ENG ENG ENG ENG ENG,0
494,and you go like two hours early ?,coord pro:per v co det:num n adj ?,ENG ENG ENG ENG ENG ENG ENG,0
495,well I didn't know .,co pro:sub mod v .,ENG ENG ENG ENG,0
496,I didn't know it was until six .,pro:sub mod v pro:per cop prep det:num .,ENG ENG ENG ENG ENG ENG ENG,0
497,how about checking the schedule ?,pro:int adv part det:art n ?,ENG ENG ENG ENG ENG,0
498,so yesterday I did a Starbucks run .,adv adv:tem pro:sub v det:art n:prop v .,ENG ENG ENG ENG ENG ENG ENG,0
499,I went to go get coffee for everybody .,pro:sub v inf v v n prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
500,and then when I came back I started helping out one of the managers .,coord adv:tem conj pro:sub v adj pro:sub v part adv det:num prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
501,and I was doing prep work which is like you know making the sauces and cooking the meat and cutting it up into pieces and stuff like that .,coord pro:sub aux part n n pro:rel cop co pro:per v part det:art n coord part det:art n coord part pro:per adv prep n coord n prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
502,isn't that what the chef's do ?,cop pro:dem pro:int det:art adj v ?,ENG ENG ENG ENG ENG ENG,0
503,the cutting the ?,det:art n:gerund det:art ?,ENG ENG ENG,0
504,yeah .,co .,ENG,0
505,but managers do that too .,conj n v pro:dem adv .,ENG ENG ENG ENG ENG,0
506,so I started helping him .,co pro:sub v part pro:obj .,ENG ENG ENG ENG ENG,0
507,and then I started to ask him questions about how much they get paid and stuff .,coord adv:tem pro:sub v inf v pro:obj n prep pro:int adv pro:sub v v coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
508,and he says they get paid like like a thousand like eleven hundred around there every two weeks .,coord pro:sub v pro:sub aux part v prep det:art det:num co det:num det:num prep n qn det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
509,so I mean for my age that's not bad .,adv pro:sub v prep det:poss n pro:rel neg adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
510,if I can get a manager position .,conj pro:sub mod v det:art n n .,ENG ENG ENG ENG ENG ENG ENG,0
511,yeah but I don't really think //.,co conj pro:sub mod adv v +//.,ENG ENG ENG ENG ENG ENG,0
512,where are you gonna get a manager position ?,pro:int aux pro:per part v det:art n n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
513,they could start training me .,pro:sub mod v part pro:obj .,ENG ENG ENG ENG ENG,0
514,and then eventually just tell corporate that they're training me .,coord adv:tem adv adv v adj comp pro:sub part pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
515,manager of what ?,n prep pro:int ?,ENG ENG ENG,0
516,To_Go general manager ?,n:prop n n ?,ENG ENG ENG,0
517,well no .,co co .,ENG ENG,0
518,I mean if they really train me as manager I'm probably not gonna stay at that store .,pro:sub v comp pro:sub adv v pro:obj prep n pro:sub adv neg part v prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
519,because they're always moving the managers to other restaurants .,conj pro:sub adv part det:art n prep qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
520,I mean to other stores of Chili's .,pro:sub v prep qn n prep adj .,ENG ENG ENG ENG ENG ENG ENG,0
521,other Chili's ?,qn adj ?,ENG ENG,0
522,other Chili's yeah ?,qn adj co ?,ENG ENG ENG,0
523,they call them stores instead of restaurants .,pro:sub v pro:obj n adv prep n .,ENG ENG ENG ENG ENG ENG ENG,0
524,because they're all restaurants .,conj pro:sub adv n .,ENG ENG ENG ENG,0
525,that's .,pro:dem .,ENG,0
526,but they're different place .,conj pro:sub adj n .,ENG ENG ENG ENG,0
527,they're located different places .,pro:sub part adj n .,ENG ENG ENG ENG,0
528,so they could move me which is not what I really want .,co pro:sub mod v pro:obj pro:rel cop neg pro:int pro:sub adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
529,but if they're paying .,conj conj pro:sub part .,ENG ENG ENG ENG,0
530,okay well if they're paying I mean for that amount it doesn't sound bad to me .,co n conj pro:sub part pro:sub v prep det:dem n pro:per mod adj adj prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
531,okay .,co .,ENG,0
532,so I mine as well take the opportunity if they offer .,co pro:sub v prep n v det:art n conj pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
533,yeah but well like probably where would you get moved to ?,co conj adv co adv pro:rel mod pro:per v v inf ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
534,I don't know .,pro:sub mod v .,ENG ENG ENG,0
535,it's not up to me or them .,pro:per neg adv prep pro:obj coord pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
536,it's up to the corporate place .,pro:per adv prep det:art adj n .,ENG ENG ENG ENG ENG ENG,0
537,so ...,co +...,ENG,0
538,what's the corporate place ?,pro:int det:art adj n ?,ENG ENG ENG ENG,0
539,it's like where they decide things about Chili's like the stuff on the menu like //.,pro:per conj pro:int pro:sub v n prep adj prep det:art n prep det:art n prep +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
540,I don't know .,pro:sub mod v .,ENG ENG ENG,0
541,stuff they wanna change in each store .,n pro:sub v v prep qn n .,ENG ENG ENG ENG ENG ENG ENG,0
542,stuff like that .,n prep pro:dem .,ENG ENG ENG,0
543,I don't know .,pro:sub mod v .,ENG ENG ENG,0
544,yeah so I don't know .,co conj pro:sub mod v .,ENG ENG ENG ENG ENG,0
545,we'll see .,pro:sub v .,ENG ENG,0
546,but or I might actually quit Chili's .,conj coord pro:sub mod adv part adj .,ENG ENG ENG ENG ENG ENG ENG,0
547,yeah but where would you go to work ?,co conj pro:int mod pro:per v prep n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
548,I was talking to your mom the other day .,pro:sub aux part prep det:poss n det:art qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
549,I might like look for a job at ...,pro:sub mod v v prep det:art n prep +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
550,B_c_c ?,n:prop ?,ENG,0
551,ah what's it called ?,co pro:int pro:per v ?,ENG ENG ENG ENG,0
