,sentence,pos,language,switch
282,I like all the Law_and_Orders .,pro:sub v qn det:art n:prop .,ENG ENG ENG ENG ENG,0
283,CSA CSI .,L2 n:prop .,ESP ENG,1
284,CSI .,n:prop .,ENG,0
285,I love New_York and Vegas .,pro:sub v n:prop coord n:prop .,ENG ENG ENG ENG ENG,0
286,I .,pro:sub .,ENG,0
287,when I got here /.,conj pro:sub v adv +/.,ENG ENG ENG ENG,0
288,I don't like Miami .,pro:sub mod v n:prop .,ENG ENG ENG ENG,0
289,no ?,co ?,ENG,0
290,when I got here that's what I started watching C_S_I_Miami .,conj pro:sub v adv pro:dem pro:int pro:sub v part n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
291,C_S_I_Miami ?,n:prop ?,ENG,0
292,and I was like wow this is a good show but after /.,coord pro:sub cop prep co pro:dem cop det:art adj n conj adv:tem +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
293,have you ever seen Vegas ?,v pro:per adv part n:prop ?,ENG ENG ENG ENG ENG,0
294,yeah I've seen Vegas .,co pro:sub part n:prop .,ENG ENG ENG ENG,0
295,I don't know everybody tends to like that one better .,pro:sub mod v pro:indef v inf co adv det:num adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
296,.,None,,0
297,because it's the original one .,conj pro:per det:art adj pro:indef .,ENG ENG ENG ENG ENG,0
298,yeah .,co .,ENG,0
299,mhm .,co .,ENG,0
300,but after like six months I was like I can't take it .,conj prep co det:num n pro:sub cop co pro:sub mod v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
301,it's too farfetched .,pro:per adv adj .,ENG ENG ENG,0
302,it's too you know /.,pro:per adv pro:per v +/.,ENG ENG ENG ENG,0
303,oh but I love it .,co conj pro:sub v pro:per .,ENG ENG ENG ENG ENG,0
304,first of all a precinct doesn't look like that .,adv prep qn det:art n mod co co pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
305,the employees don't look like that .,det:art n mod co co pro:dem .,ENG ENG ENG ENG ENG ENG,0
306,obviously .,adv .,ENG,0
307,.,None,,0
308,well come on .,co v adv .,ENG ENG ENG,0
309,it's cable .,pro:per n .,ENG ENG,0
310,I know .,pro:sub v .,ENG ENG,0
311,well not even cable because at all .,co neg adj n conj prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
312,it's t_v .,pro:per n .,ENG ENG,0
313,it's t_v .,pro:per n .,ENG ENG,0
314,I know but I like Law_and_Order because it's real you know .,pro:sub v conj pro:sub v n:prop conj pro:per adj pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
315,yeah .,co .,ENG,0
316,I love it like /.,pro:sub v pro:per conj +/.,ENG ENG ENG ENG,0
317,it seems real .,pro:per cop adj .,ENG ENG ENG,0
318,I love Without_a_Trace .,pro:sub v n:prop .,ENG ENG ENG,0
319,actually I haven't seen that .,adv pro:sub aux part pro:dem .,ENG ENG ENG ENG ENG,0
320,Cold_Case .,n:prop .,ENG,0
321,Cold_Case is good .,n:prop cop adj .,ENG ENG ENG,0
322,Have you seen that ?,n:prop pro:per part pro:dem ?,ENG ENG ENG ENG,0
323,I love it .,pro:sub v pro:per .,ENG ENG ENG,0
324,I love House .,pro:sub v n:prop .,ENG ENG ENG,0
325,House is really good .,n:prop cop adv adj .,ENG ENG ENG ENG,0
326,.,None,,0
327,I love House .,pro:sub v n:prop .,ENG ENG ENG,0
328,yeah .,co .,ENG,0
329,what's another one ?,pro:int qn pro:indef ?,ENG ENG ENG,0
330,what ...,pro:int +...,ENG,0
331,I like the on A_and_E it's called The_Justice_Files or whatever Cold_Case_Files but real ones .,pro:sub v det:art adv n:prop pro:per part n:prop coord pro:int n:prop conj adj pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
332,mhm .,co .,ENG,0
333,you know that I love .,pro:per v comp pro:sub v .,ENG ENG ENG ENG ENG,0
334,you know what .,pro:per v pro:int .,ENG ENG ENG,0
335,I love that .,pro:sub v pro:dem .,ENG ENG ENG,0
336,the problem with that is that when I watch like CSI and Law_and_Order I know it's not real .,det:art n prep pro:dem cop comp conj pro:sub n co n:prop coord n:prop pro:sub v pro:per neg adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
337,so once you put me like /.,adv adv pro:per v pro:obj prep +/.,ENG ENG ENG ENG ENG ENG,0
338,in a real situation .,prep det:art adj n .,ENG ENG ENG ENG,0
339,if watching the real things it affects me .,conj part det:art adj n pro:per v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
340,yeah .,co .,ENG,0
341,oh I see .,co pro:sub v .,ENG ENG ENG,0
342,yeah .,co .,ENG,0
343,so I don't know why .,co pro:sub mod v pro:rel .,ENG ENG ENG ENG ENG,0
344,wow no there's nothing wrong with that wow that's .,co co pro:exist pro:indef adj prep det:dem co pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
345,so I don't //.,co pro:sub mod +//.,ENG ENG ENG,0
346,because when I was senior year .,conj conj pro:sub cop adj n .,ENG ENG ENG ENG ENG ENG,0
347,mhm .,co .,ENG,0
348,junior and senior year I got into psychology .,adj coord adj n pro:sub v prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
349,and I specially the abnormal psych .,coord pro:sub adv det:art adj n .,ENG ENG ENG ENG ENG ENG,0
350,yeah .,co .,ENG,0
351,and I started reading a lot on like psychopaths and /.,coord pro:sub v part det:art n adv prep n coord +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
352,right right right .,adv adv co .,ENG ENG ENG,0
353,you know stuff .,pro:per v n .,ENG ENG ENG,0
354,I was also //.,pro:sub cop adv +//.,ENG ENG ENG,0
355,I took psychology too .,pro:sub v n adv .,ENG ENG ENG ENG,0
356,and I was really interested in that stuff too .,coord pro:sub aux adv part prep det:dem n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
357,did you take AP ?,mod pro:per v n:prop ?,ENG ENG ENG ENG,0
358,no I didn't get into that .,co pro:sub mod v prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
359,I took AP psych .,pro:sub v n:prop n .,ENG ENG ENG ENG,0
360,because I ...,conj pro:sub +...,ENG ENG,0
361,it was crazy .,pro:per cop adj .,ENG ENG ENG,0
362,yeah .,co .,ENG,0
363,the national was crazy .,det:art n cop adj .,ENG ENG ENG ENG,0
364,I got a four which is good .,pro:sub v det:art det:num pro:rel cop adj .,ENG ENG ENG ENG ENG ENG ENG,0
365,How'd you really ?,n:prop pro:per adv ?,ENG ENG ENG,0
366,I thought I was gonna fail it but I got a four .,pro:sub v pro:sub aux part v pro:per conj pro:sub v det:art det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
367,wow .,co .,ENG,0
368,it's good so why don't you do that ?,pro:per adj adv pro:int mod pro:per v pro:dem ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
369,I can't I'll go crazy .,pro:sub mod pro:sub v adj .,ENG ENG ENG ENG ENG,0
370,you watch CSI .,pro:per v n:prop .,ENG ENG ENG,0
371,I'll go crazy along with them .,pro:sub v adj adv prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
372,no .,co .,ENG,0
373,I can't do it it's too much .,pro:sub mod v pro:per pro:per adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
374,really ?,adv ?,ENG,0
375,I'm not that strong psychologically .,pro:sub neg det:dem adj adv .,ENG ENG ENG ENG ENG,0
376,you are too much of a moral person ?,pro:per cop adv adv prep det:art adj n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
377,it impacts you ?,pro:per v pro:per ?,ENG ENG ENG,0
378,no .,co .,ENG,0
379,yeah it does .,co pro:per mod .,ENG ENG ENG,0
380,you take it personally ?,pro:per v pro:per adv ?,ENG ENG ENG ENG,0
381,I do can't .,pro:sub v mod .,ENG ENG ENG,0
382,even with t_v sometimes like if I'm watching SVU or anything right before I go to bed .,adv prep n adv co conj pro:sub part n:prop coord pro:indef adv prep pro:sub v prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
383,oh yeah well that's the point that's what makes it a good show you know if /.,co co co pro:dem det:art n pro:rel pro:int v pro:per det:art adj n pro:per v comp +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
384,yeah .,co .,ENG,0
385,if you kind of take it personal .,conj pro:per n prep v pro:per adj .,ENG ENG ENG ENG ENG ENG ENG,0
386,but imagine just having their jobs .,conj v adv part det:poss n .,ENG ENG ENG ENG ENG ENG,0
387,you know .,pro:per v .,ENG ENG,0
388,oh yeah yeah .,co co co .,ENG ENG ENG,0
389,I couldn't be able to do it .,pro:sub mod cop adj inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
390,I couldn't be able to handle it .,pro:sub mod cop adj inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
391,no of course .,co prep n .,ENG ENG ENG,0
392,I'll break down like I'm gonna need like a psychiatrist .,pro:sub v adv prep pro:sub part v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
393,.,None,,0
394,like you know all the like the psychologists go into the psychiatrists .,conj pro:per v qn det:art co det:art n v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
395,you'll need therapy after yeah .,pro:per v n prep co .,ENG ENG ENG ENG ENG,0
396,you'll need therapy after the case ?,pro:per v n prep det:art n ?,ENG ENG ENG ENG ENG ENG,0
397,no I wouldn't yes .,co pro:sub mod co .,ENG ENG ENG ENG,0
398,I wouldn't be able to ...,pro:sub mod cop adj inf +...,ENG ENG ENG ENG ENG,0
399,I think people ...,pro:sub v n +...,ENG ENG ENG,0
400,.,None,,0
401,I don't know either you have experienced something and that's why you're fighting against it .,pro:sub mod v adv pro:per v part pro:indef coord pro:rel pro:rel pro:per part prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
402,right .,co .,ENG,0
403,or you're just born you know with that strength to deal with all that you know because it's hard .,coord pro:per adv adj pro:per v prep det:dem n inf v prep qn pro:dem pro:per v conj pro:per adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
404,yeah .,co .,ENG,0
405,I wouldn't be able to do it .,pro:sub mod cop adj inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
406,yeah well it's like an outlook it's your perspective you know what I'm saying I take things personally .,co adv pro:per conj det:art n pro:per det:poss n pro:per v pro:int pro:sub part pro:sub v n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
407,but /.,conj +/.,ENG,0
408,mhm .,co .,ENG,0
409,you gotta you know on the other you gotta say like well sometimes you know I think you have to understand both sides first before you take it personally .,pro:per mod pro:per v prep det:art qn pro:per mod v prep adv adv pro:per v pro:sub v pro:per v inf v qn n adv conj pro:per v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
410,I think /.,pro:sub v +/.,ENG ENG,0
411,would you take it personally ?,mod pro:per v pro:per adv ?,ENG ENG ENG ENG ENG,0
412,but the thing is not even taking it personally is you know don't bring your work home .,conj det:art n aux neg adv part pro:per adv aux pro:per v mod v det:poss n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
413,it's just no I know .,pro:per adj co pro:sub v .,ENG ENG ENG ENG ENG,0
414,right .,co .,ENG,0
415,mhm .,co .,ENG,0
416,but I wouldn't be able to do that .,conj pro:sub mod cop adj inf v pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
417,I don't think anybody that does that can go by that .,pro:sub mod v pro:indef pro:rel mod adv mod v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
418,right .,co .,ENG,0
419,I don't think anybody's able .,pro:sub mod v adj adj .,ENG ENG ENG ENG ENG,0
420,we're humans .,pro:sub n .,ENG ENG,0
421,you know what I'm saying ?,pro:per v pro:int pro:sub part ?,ENG ENG ENG ENG ENG,0
422,exactly .,adv .,ENG,0
423,no I don't think anybody can just say no .,co pro:sub mod v pro:indef n adv co co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
424,mhm .,co .,ENG,0
425,I shut it off at night .,pro:sub v pro:per adv prep n .,ENG ENG ENG ENG ENG ENG,0
426,you know it's not something that //.,pro:per v pro:per neg pro:indef pro:rel +//.,ENG ENG ENG ENG ENG ENG,0
427,you can't it's easier said than done .,pro:per mod pro:per adj v prep part .,ENG ENG ENG ENG ENG ENG ENG,0
428,exactly .,adv .,ENG,0
429,obviously .,adv .,ENG,0
430,and we can't do it .,coord pro:sub mod v pro:per .,ENG ENG ENG ENG ENG,0
431,it's like you're trying to sleep and your brain doesn't wanna shut up .,pro:per conj pro:per part prep n coord det:poss n mod v part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
432,yeah .,co .,ENG,0
433,exactly .,adv .,ENG,0
434,that brain chatter is what it's called .,det:dem n n cop pro:int pro:per part .,ENG ENG ENG ENG ENG ENG ENG,0
435,mhm .,co .,ENG,0
436,what other shows do you like ?,pro:int qn n v pro:per conj ?,ENG ENG ENG ENG ENG ENG,0
437,I love Heroes .,pro:sub v n:prop .,ENG ENG ENG,0
438,I haven't seen that one .,pro:sub aux part adv pro:indef .,ENG ENG ENG ENG ENG,0
439,aside from that kind of show .,adv prep det:dem adj prep n .,ENG ENG ENG ENG ENG ENG,0
440,I haven't seen that one .,pro:sub aux part adv pro:indef .,ENG ENG ENG ENG ENG,0
441,I love Heroes .,pro:sub v n:prop .,ENG ENG ENG,0
442,I've heard of it .,pro:sub part prep pro:per .,ENG ENG ENG ENG,0
443,and I know ...,coord pro:sub v +...,ENG ENG ENG,0
444,Chuck .,n:prop .,ENG,0
445,Chuck ?,n:prop ?,ENG,0
446,I'm an NBC fan .,pro:sub det:art n:prop n .,ENG ENG ENG ENG,0
447,yeah .,co .,ENG,0
448,Chuck ?,n:prop ?,ENG,0
449,no .,co .,ENG,0
450,Journeyman ?,n:prop ?,ENG,0
451,no .,co .,ENG,0
452,never seen it oh my god .,adv part pro:per co det:poss n .,ENG ENG ENG ENG ENG ENG,0
453,never seen it .,adv part pro:per .,ENG ENG ENG,0
454,they're so good .,pro:sub adv adj .,ENG ENG ENG,0
455,Bionic_Woman ?,n:prop ?,ENG,0
456,.,None,,0
457,yeah I've seen that one .,co pro:sub part adv pro:indef .,ENG ENG ENG ENG ENG,0
458,Life ?,n:prop ?,ENG,0
459,.,None,,0
460,you seen Life ?,pro:per part n:prop ?,ENG ENG ENG,0
461,Life no .,n:prop co .,ENG ENG,0
462,I like the //.,pro:sub v det:art +//.,ENG ENG ENG,0
463,I guess I like comedy a lot .,pro:sub n pro:sub co n det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
464,like I need it every day .,conj pro:sub v pro:per qn n .,ENG ENG ENG ENG ENG ENG,0
465,the I don't .,det:art pro:sub mod .,ENG ENG ENG,0
466,yeah .,co .,ENG,0
467,I'm not sure why .,pro:sub neg adj pro:rel .,ENG ENG ENG ENG,0
468,I just //.,pro:sub adv +//.,ENG ENG,0
469,Will_and_Grace ?,n:prop ?,ENG,0
470,well .,co .,ENG,0
471,Will_and_Grace is alright if you are okay with homosexuality .,n:prop cop adj conj pro:per cop adj prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
472,you are not okay ?,pro:per cop neg adj ?,ENG ENG ENG ENG,0
473,no I'm fine .,co pro:sub adj .,ENG ENG ENG,0
474,oh okay .,co co .,ENG ENG,0
475,I don't care you know what I'm saying .,pro:sub mod v pro:per v pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
476,I'm very pro gay .,pro:sub adv adj adj .,ENG ENG ENG ENG,0
477,I'm just saying .,pro:sub adv part .,ENG ENG ENG,0
478,so .,co .,ENG,0
479,yeah no no no no I don't care whatever .,co co co co co pro:sub mod v pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
480,okay .,co .,ENG,0
481,you know I have gay friends and all that but what I'm saying is like you gotta be okay with that .,pro:per v pro:sub aux adj n coord qn adv conj pro:int pro:sub n:gerund cop co pro:per mod cop adj prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
482,you know what I'm saying you gotta see the fun in it because if it //.,pro:per v pro:int pro:sub part pro:per mod v det:art n prep pro:per conj conj pro:per +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
483,you don't see it ?,pro:per mod v pro:per ?,ENG ENG ENG ENG,0
484,no yeah yeah I do .,co co co pro:sub v .,ENG ENG ENG ENG ENG,0
485,oh okay .,co co .,ENG ENG,0
486,I'm just saying like other people I don't see that much .,pro:sub adv part conj qn n pro:sub mod v comp adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
487,like I see how it's funny .,conj pro:sub v pro:int pro:per adj .,ENG ENG ENG ENG ENG ENG,0
488,but I'm like it ain't that funny you know what I'm saying .,conj pro:sub prep pro:per v det:dem adj pro:per v pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
489,.,None,,0
490,but like for me comedy like really good comedy is obviously Comedy_Central .,conj co prep pro:obj n prep adv adj n cop adv n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
491,I like The_Colbert_Report .,pro:sub v n:prop .,ENG ENG ENG,0
492,I don't watch Comedy_Central .,pro:sub mod v n:prop .,ENG ENG ENG ENG,0
493,I never used to watch it but I when I saw The_Colbert_Report and the and damn Jon Stewart .,pro:sub adv part inf v pro:per conj pro:sub conj pro:sub v n:prop coord det:art coord n n:prop n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
494,John Stewart is funny .,n:prop n:prop cop adj .,ENG ENG ENG ENG,0
495,oh my god .,co det:poss n .,ENG ENG ENG,0
496,well actually I'm just saying it .,co adv pro:sub adv part pro:per .,ENG ENG ENG ENG ENG ENG,0
497,The_Daily_Show ?,n:prop ?,ENG,0
498,Jon Stewart at the Oscars //.,n:prop n:prop prep det:art n:prop +//.,ENG ENG ENG ENG ENG,0
499,yeah .,co .,ENG,0
500,he was hilarious .,pro:sub cop adj .,ENG ENG ENG,0
501,give it a try .,v pro:per det:art v .,ENG ENG ENG ENG,0
502,what it is all that show is like The_Daily_Show and The_Colbert_Report is like //.,pro:int pro:per cop adv det:dem n cop co n:prop coord n:prop cop co +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
503,like talk shows .,co n n .,ENG ENG ENG,0
504,watching the no no no it's not a talk show .,part det:art co co co pro:per neg det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
505,it's not a talk show ?,pro:per neg det:art n n ?,ENG ENG ENG ENG ENG,0
506,it's like watching the news .,pro:per co part det:art n .,ENG ENG ENG ENG ENG,0
507,what they do is they take news from the day .,pro:int pro:sub v cop pro:sub v n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
508,okay .,co .,ENG,0
509,like from CNN and something like that like the elections whatever .,co prep n:prop coord pro:indef prep pro:dem prep det:art n pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
510,and they make fun of it .,coord pro:sub v n prep pro:per .,ENG ENG ENG ENG ENG ENG,0
511,okay .,co .,ENG,0
512,everything's funny .,adj adj .,ENG ENG,0
513,okay .,co .,ENG,0
514,you know what I'm saying .,pro:per v pro:int pro:sub part .,ENG ENG ENG ENG ENG,0
515,they show pictures and they'll say this .,pro:sub n n coord pro:sub co det:dem .,ENG ENG ENG ENG ENG ENG ENG,0
516,it's like The_Soup Have you ever seen The_Soup ?,pro:per conj n:prop n:prop pro:per adv part n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
517,The_Soup ?,n:prop ?,ENG,0
518,On E ?,n:prop n:prop ?,ENG ENG,0
519,with Joel .,prep n:prop .,ENG ENG,0
520,oh yeah yeah yeah .,co co co co .,ENG ENG ENG ENG,0
521,somewhat somewhat yeah //.,adv adv co +//.,ENG ENG ENG,0
522,just not as ...,adv neg adv +...,ENG ENG ENG,0
523,but this is like exaggerating .,conj pro:dem cop co part .,ENG ENG ENG ENG ENG,0
524,I mean they exaggerate stuff they say whatever they want .,pro:sub v pro:sub v n pro:sub v pro:int pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
525,now you should watch it .,adv pro:per mod v pro:per .,ENG ENG ENG ENG ENG,0
526,well obviously it's cable //.,co adv pro:per n +//.,ENG ENG ENG ENG,0
527,yeah give //.,co v +//.,ENG ENG,0
528,because it's Comedy_Central .,conj pro:per n:prop .,ENG ENG ENG,0
529,right but give it a try .,adv conj v pro:per det:art v .,ENG ENG ENG ENG ENG ENG,0
530,you'll like it .,pro:per v pro:per .,ENG ENG ENG,0
531,but what what comedy show do you like that is not on ?,conj pro:int pro:int n n mod pro:per co pro:rel cop neg adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
532,that's not on Comedy_Central ?,pro:dem neg prep n:prop ?,ENG ENG ENG ENG,0
533,yeah .,co .,ENG,0
534,.,None,,0
535,like just a regular .,prep adv det:art adj .,ENG ENG ENG ENG,0
536,that's like oh I used to love Everybody_loves_Raymond .,pro:dem co co pro:sub v prep n n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
537,you know I like him but I can't ...,pro:per v pro:sub v pro:obj conj pro:sub mod +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
538,it has to be certain days that I could just sit through a whole show of Everybody_loves_Raymond .,pro:per aux inf cop adj n pro:rel pro:sub mod adv v adj det:art adj n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
539,really .,adv .,ENG,0
540,yeah .,co .,ENG,0
541,oh that's cool .,co pro:dem adj .,ENG ENG ENG,0
542,it's a certain /.,pro:per det:art adj +/.,ENG ENG ENG,0
543,like in a show ?,conj prep det:art n ?,ENG ENG ENG ENG,0
544,yeah it's a certain kind of comedy .,co pro:per det:art adj n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
545,.,None,,0
546,it's like an acquired taste .,pro:per conj det:art part n .,ENG ENG ENG ENG ENG,0
547,me like I like comedy like that that it's innocent and it's just everyday .,pro:obj co pro:sub co n prep pro:dem adv pro:per adj coord pro:per adj adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
548,yeah right .,co co .,ENG ENG,0
549,but like raunchy comedy like people that use like I don't know sex or insults and stuff like that I don't think that's funny .,conj v adj n prep n adv n co pro:sub mod v n coord n coord n co adv pro:sub mod v pro:dem adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
550,okay .,co .,ENG,0
551,no .,co .,ENG,0
552,no because I //.,co conj pro:sub +//.,ENG ENG ENG,0
553,well yeah no it's and it's not it's just not right .,co co co pro:per coord pro:per neg pro:per adj neg adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
554,it's what you see .,pro:per pro:int pro:per v .,ENG ENG ENG ENG,0
555,have you ever been to the Renaissance festival ?,v pro:per adv cop prep det:art n:prop n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
556,no .,co .,ENG,0
557,okay well this is the Renaissance //.,co co pro:dem cop det:art n:prop +//.,ENG ENG ENG ENG ENG ENG,0
558,is that here ?,cop comp adv ?,ENG ENG ENG,0
559,yeah .,co .,ENG,0
560,really ?,adv ?,ENG,0
561,it's in where is it ?,pro:per adv pro:rel cop pro:per ?,ENG ENG ENG ENG ENG,0
562,it's further I don't even know because I don't know directions .,pro:per adv pro:sub mod adv v conj pro:sub mod v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
563,but Quiet Waters Park .,conj n:prop n:prop n:prop .,ENG ENG ENG ENG,0
564,.,None,,0
565,is it Penbroke Pines ?,aux pro:per n:prop n:prop ?,ENG ENG ENG ENG,0
566,oh okay okay .,co co co .,ENG ENG ENG,0
567,I don't know it's one of those that you have to drive a little yeah .,pro:sub mod v pro:per pro:indef prep det:dem comp pro:per v prep n det:art adj co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
568,one of those little cities near .,det:num prep det:dem adj n adv .,ENG ENG ENG ENG ENG ENG,0
569,so it's a Renaissance festival .,adv pro:per det:art n:prop n .,ENG ENG ENG ENG ENG,0
570,okay .,co .,ENG,0
571,and then they have this show .,coord adv:tem pro:sub v det:dem n .,ENG ENG ENG ENG ENG ENG,0
572,the guy's called Christoph the insultor .,det:art adj part n:prop det:art n .,ENG ENG ENG ENG ENG ENG,0
573,and basically you pay him to insult you .,coord adv pro:per v pro:obj inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
574,mhm .,co .,ENG,0
575,really ?,adv ?,ENG,0
576,it's ridiculous the guy walks out with like five hundred dollars worth of people you know .,pro:per adj det:art n v adv prep co det:num det:num n n prep n pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
577,yeah yeah .,co co .,ENG ENG,0
578,like people would pay for or it's a group that they pick one person .,prep n mod v prep coord pro:per det:art n pro:rel pro:sub v det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
579,yeah .,co .,ENG,0
580,they put money together and then depending on you know how much they give him he'll how long he'll insult the person for .,pro:sub v n adv coord adv:tem part prep pro:per v pro:int adv pro:sub v pro:obj pro:sub pro:int adj pro:sub v det:art n prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
581,right right right .,adv adv co .,ENG ENG ENG,0
582,but it's so stupid like I didn't find comedy in it .,conj pro:per adv adj co pro:sub mod v n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
583,no ?,co ?,ENG,0
584,I like like Friends .,pro:sub v conj n:prop .,ENG ENG ENG ENG,0
585,have you ever seen that ?,aux pro:per adv part pro:dem ?,ENG ENG ENG ENG ENG,0
586,Friends is good yeah of course yeah .,n:prop cop adj co prep n co .,ENG ENG ENG ENG ENG ENG ENG,0
587,you know Friends is funny .,pro:per v n:prop cop adj .,ENG ENG ENG ENG ENG,0
588,yeah .,co .,ENG,0
589,and what else is funny ?,coord pro:int post aux adj ?,ENG ENG ENG ENG ENG,0
590,mhm .,co .,ENG,0
591,I like the .,pro:sub v det:art .,ENG ENG ENG,0
592,Dane_Cook .,n:prop .,ENG,0
593,no Dane_Cook is really funny but he is vulgar come on .,co n:prop cop adv adj conj pro:sub cop adj v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
594,well but //.,co conj +//.,ENG ENG,0
595,he is vulgar oh are you saying you don't like vulgarity .,pro:sub cop adj co aux pro:per part pro:per mod co n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
